source_id,raw_company_name,raw_address,raw_phone,industry,lat,lng,google_rating,google_reviews_count
ChIJp6XiRMEXXIgREq6vmVS79vY,SVN | Wood Properties,"119 W Fifth Ave #100, Knoxville, TN 37917, USA",(865) 936-9999,commercial_real_estate,35.9736159,-83.9219555,4.9,60
ChIJO-KEmGU8XIgRk3-hoqlg_o8,Lighthouse Management Llc,"5700 Pleasant Ridge Rd, Knoxville, TN 37912, USA",,property_management,35.9922209,-84.00283979999999,3.7,20
ChIJp0n8ZQovXIgRO2m0VFNNDH0,"Fennell Property Management, Inc.","10255 Kingston Pike, Knoxville, TN 37922, USA",(865) 803-6413,,35.9013624,-84.12578680000001,3.6,35
ChIJW-tyk9wXXIgR8wy7hW9cZ34,Dwell Real Estate and Property Management,"2358 Woodbine Ave Knoxville, TN 377917, Knoxville, TN 37917, USA",(865) 973-2346,commercial_real_estate,35.9844763,-83.9002095,5,2
ChIJq6r2VjUWXIgRlmrDZQcE6Uc,Atticus Finch,"1417 E 5th Ave, Knoxville, TN 37917, USA",(865) 266-6717,property_management,35.9789839,-83.91107400000001,5,1
ChIJl58TPw__W4gRePcvmm9xHLw,3BearMountain,"2634 Hawthorne Dr, Sevierville, TN 37876, USA",(586) 864-3036,,35.9261933,-83.66994,5,1
ChIJS8W7-3w3XIgRC7BrOL7OHLE,WB Realty LLC,"101 Ridgeview Way, Clinton, TN 37716, USA",,,36.1120726,-84.1138883,5,2
ChIJPeRj6FAjXIgR5q8NB13hrs8,Premier Property Management,"6480 Kingston Pike, Knoxville, TN 37919, USA",(865) 231-9800,commercial_real_estate,35.9312681,-84.00998380000001,3,1
ChIJOyyAzsc9XIgRjZWsBTO84Ik,Maddox Companies,"100 Dalton Pl Wy Suite 105, Knoxville, TN 37912, USA",(865) 522-9910,commercial_real_estate,36.0051639,-83.9624031,5,2
ChIJeSxARcEXXIgRybTBjXW9w9U,AAMCI,"320 N Cedar Bluff Rd #203, Knoxville, TN 37923, USA",(865) 525-7500,,35.9204093,-84.0907955,3,30
ChIJK4jVKj4lXIgRTXXN1Ne202k,Wise Property Solutions,"200 Prosperity Dr, Knoxville, TN 37923, USA",(865) 643-8989,,35.9221416,-84.07681199999999,4.6,54
ChIJf8LOpgGXW4gRhsubDgtrU70,RentUTK,"2428 Sutherland Ave, Knoxville, TN 37919, USA",(865) 444-4065,property_management,35.95537789999999,-83.9547558,5,6
ChIJHUPy0-oXXIgR2KyZhYUbuZw,Hidden Ridge Management,"2114 Sherrod Rd, Knoxville, TN 37920, USA",(865) 803-4076,apartments,35.9544735,-83.9116961,4.5,34
ChIJQ7Jht-0oXIgRQGbhQUsq_AQ,"Good Landlords, Inc","3986 Logans Landing Cir, Louisville, TN 37777, USA",(865) 681-1207,,35.8285071,-84.1259737,5,1
ChIJd9emdRAvXIgR9Ze76cVJ0FE,Tara Hayes at Realty Executives Associates,"124 N Winston Rd, Knoxville, TN 37919, USA",(865) 242-8010,,35.9249799,-84.0435621,5,29
ChIJ4_Yx80UjXIgRQn8pz550IPc,Keenland Heights LLC,"318 Erin Dr SW #11, Knoxville, TN 37919, USA",(865) 985-0046,property_management,35.9285175,-84.0024538,5,1
ChIJiyvvyOsXXIgRvdNfMJ-lc_s,"Brown, Brown & West","2020 Chapman Hwy #1, Knoxville, TN 37920, USA",(865) 577-0680,property_management,35.9537341,-83.9155646,3.4,18
ChIJp6XiRMEXXIgRGhJ2UxL-w3M,"LHP Capital, LLC","900 S Gay St Suite 2000, Knoxville, TN 37902, USA",(865) 244-4300,property_management,35.9616725,-83.91541029999999,2.5,50
ChIJi3NG610fU4gRihIZ823JX7o,StaySimpli,"12819 Chapman Hwy, Seymour, TN 37865, USA",(865) 518-7771,,35.8489637,-83.6978251,4.3,126
ChIJq6o648AuXIgRbXRCs5vUVC8,HPC Management Group,"130 Mabry Hood Rd #202, Knoxville, TN 37922, USA",(865) 444-4077,,35.9058132,-84.1183509,3,30
ChIJFTclTDKeXogRWnm5iEoonVk,Ivens Realtors,"521 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",(865) 983-8000,,35.7514869,-83.9776919,4.7,3
ChIJt9MaI9clXIgR9q7D1HrjZ3U,"Blue Ridge Realty, Inc.","265 Brookview Centre Way #201, Knoxville, TN 37919, USA",(865) 470-4868,commercial_real_estate,35.93592,-84.00481769999999,5,2
ChIJ0TBpJsY8XIgR9xVq-tfBtE0,"Emerald Housing Management, LLC","1528 Coleman Rd, Knoxville, TN 37909, USA",(865) 637-0373,property_management,35.9510792,-83.99286,2.1,29
ChIJZzHni-E3XIgR9DNzHNdUZP0,Michael Farley Rental,"310 N Main St, Clinton, TN 37716, USA",(865) 457-3337,,36.102856,-84.1325227,3.7,3
ChIJ84uyMHU9XIgRP0Wl6rRL6f8,Jones Property Management,"1600 Proctor St NW, Knoxville, TN 37921, USA",(865) 985-3931,property_management,35.9690134,-83.9528946,4.9,65
ChIJz-Sgz0IlXIgRC82mUUPbyBs,Horne Properties,"412 N Cedar Bluff Rd #205, Knoxville, TN 37923, USA",(865) 560-1100,,35.9241318,-84.0899224,5,1
ChIJeSxARcEXXIgRsA6LjczKuy4,Lawler Wood LLC,"900 S Gay St # 1600, Knoxville, TN 37902, USA",(865) 637-7777,apartments,35.9616725,-83.91541029999999,3.7,3
ChIJoad7xYo7XIgR255yXrWEE-k,Blue Ribbon Homes,"229 Sherway Rd, Knoxville, TN 37922, USA",(865) 809-7562,,35.9106588,-84.11090279999999,3.6,13
ChIJBz7rwRAXXIgRHn25-YsbVjw,Halo Hospitality,"626 Lamar St, Knoxville, TN 37917, USA",(865) 299-7327,property_management,35.9760283,-83.92209989999999,4.9,123
ChIJO-_XK2glXIgRNxHxjzmAffQ,HOA Management Inc,"120 Suburban Rd # 103, Knoxville, TN 37923, USA",(865) 558-3030,,35.9195944,-84.0656887,3,101
ChIJUacrfjGeXogRbMd86vUmCHE,"Price & Associates Realtors, LLC","527 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",(865) 724-1766,,35.7514267,-83.9781879,3.8,38
ChIJa3JJbj4lXIgRXUmyZznH6mM,Realty Resource Systems,"8200 Kingston Pike Suite 21, Knoxville, TN 37919, USA",(865) 584-9099,,35.9234344,-84.05383549999999,2.8,19
ChIJcXAcaTQjXIgRCToHiJ1aTFE,Southern Management & Development,"5410 Homberg Dr # A, Knoxville, TN 37919, USA",(865) 584-4175,commercial_real_estate,35.9357851,-83.9911162,3,2
ChIJhyc8pgIvXIgR9Q4Pl0Dblr4,Century Plaza,"10820 Kingston Pike, Knoxville, TN 37934, USA",(865) 966-1200,,35.8929695,-84.1427382,4.5,24
ChIJpde3fL4vXIgRZCnlnEEnDrQ,NAI Koella RM Moore,"255 N Peters Rd STE 101, Knoxville, TN 37923, USA",(865) 531-6400,,35.9155438,-84.0862698,4.2,47
ChIJ9wndsGopXIgRm3RXq5GAo2M,Epic Outcomes Real Estate,"12306 Blacksburg Ln, Knoxville, TN 37922, USA",(865) 391-8998,,35.8398703,-84.1644548,5,20
ChIJ-f9LY88XXIgROhm5xGhc3XE,Central and Main Realty LLC,"213 E Moody Ave, Knoxville, TN 37920, USA",(865) 208-5517,commercial_real_estate,35.9393779,-83.9062125,5,3
ChIJv8_Ld2olXIgRgl_NsljkHfw,Shay Properties,"9047 Executive Park Dr NW # 216, Knoxville, TN 37923, USA",(865) 691-3678,,35.9220619,-84.083652,3,7
ChIJdSciTfWfXogRtkVT9EHF7Q4,Troy Adams - Realty Executives Associates,"1213 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",(865) 233-6949,,35.7509117,-83.9970415,5,31
ChIJy6GhLKQlXIgRPudr8dvp5M4,Ims Inc,"8907 Linksvue Dr, Knoxville, TN 37922, USA",(865) 690-6889,,35.8943512,-84.071679,1,1
ChIJa10fJE0jXIgRqPspWM_Hhh4,Avison Young,"630 S Concord St, Knoxville, TN 37919, USA",(865) 450-8883,commercial_real_estate,35.9528373,-83.9468643,5,9
ChIJS2FHep8vXIgRVKrtKwRb6LU,"eRealty Concepts, LLC","123 Center Park Dr #109, Knoxville, TN 37922, USA",(865) 688-9988,,35.9053484,-84.12224619999999,5,5
ChIJMSg9H0AlXIgRKHGlsYCDlVc,Freeman Webb Co Realtors,"9041 Executive Park Dr #250, Knoxville, TN 37923, USA",(865) 531-9114,,35.9223227,-84.0821057,2.6,8
ChIJieIf5RY9XIgRTGx2MsSZwXg,DFS Property Management,"2950 Middlebrook Pike, Knoxville, TN 37921, USA",(865) 544-1717,property_management,35.9627931,-83.9611013,,
ChIJDwmUaEA9XIgRNvpHxja3JYs,Realty Trust Group,"6016 Brookvale Ln Suite 100, Knoxville, TN 37919, USA",(865) 521-0630,commercial_real_estate,35.9369332,-84.00616959999999,4.6,9
ChIJCYRsNwzFJRUR8VarbxE8xC4,The Hammond Apartments,"4619 Sunflower Rd, Knoxville, TN 37909, USA",(865) 584-5796,apartments,35.9582124,-83.9911412,2.5,229
ChIJ2ZwGVcEXXIgRiOJSgkd3vQo,Knoxville Real Estate Professionals Inc.,"800 S Gay St #700, Knoxville, TN 37929, USA",(865) 766-4090,commercial_real_estate,35.9624536,-83.91605820000001,4.9,57
ChIJEdhEUUUjXIgR8ZZ70gI_ioc,Holrob Commercial Realty LLC,"7741 S Northshore Dr #103, Knoxville, TN 37919, USA",(865) 637-3770,commercial_real_estate,35.9021927,-84.0229894,4.2,17
ChIJq6p6zeYkXIgRw10vpL0sTAY,"Gibson Hospitality Ventures, LLC & Gibson Hotel Management, Inc.","1811 Commons Point Dr, Knoxville, TN 37932, USA",(865) 539-0588,,35.9349362,-84.15260649999999,5,3
ChIJVVWlAWM9XIgRk8iYpd8AOaI,The Real Estate Firm,"1537 Western Ave, Knoxville, TN 37921, USA",(865) 770-4030,property_management,35.9664295,-83.9348522,4.6,104
ChIJcT0-yoQvXIgRwpb7R4vJTZg,Saddlebrook Properties,"122 Perimeter Park Rd, Knoxville, TN 37922, USA",(865) 966-8700,,35.9085567,-84.1116725,4.7,61
ChIJq2B1SOYXXIgRSNxtGwZE3XY,Jacob Copeland - Realty Executives Associates,"323 Union Ave, Knoxville, TN 37902, USA",(931) 629-6815,commercial_real_estate,35.9650164,-83.91887849999999,5,4
ChIJHaxUOUsjXIgRkc6LJJvCD54,Realty Executives Associates- West Hills,"124 N Winston Rd, Knoxville, TN 37919, USA",(865) 588-3232,,35.9249799,-84.0435621,4,17
ChIJI5xRzJQ9XIgRfuK7XzDW83Y,Marlar Ventures,"8913 Town and Country Cir #1045, Knoxville, TN 37923, USA",(865) 489-0025,,35.9178647,-84.0856907,,
ChIJZzJmWGI9XIgRSrlEQczW3i4,Fielden & Rothermel Properties,"1635 Western Ave #105, Knoxville, TN 37921, USA",(865) 525-8074,,35.9663254,-83.9359542,1.5,2
ChIJGfVlw-EkXIgR3bXnDZzCAmY,American Apartment Management,"364 Cedar View Way, Knoxville, TN 37919, USA",(865) 693-3644,,35.9174494,-84.0582884,,
ChIJpXTHTkslXIgRIIx3Jhe6eqI,Luxury Townhouse Management,"1019 Summer Wood Rd, Knoxville, TN 37923, USA",(865) 690-6681,,35.9426109,-84.085427,1,1
ChIJISR90AEYXIgRwCJR6zkDh0k,Woodlands of Knoxville,"3805 Cherokee Woods Way, Knoxville, TN 37920, USA",(865) 609-4034,apartments,35.9350713,-83.9291021,3.7,143
ChIJNerVMcQXXIgRO2VcEdx93TA,Stockyard Lofts,"215 Willow Ave SE, Knoxville, TN 37915, USA",(865) 383-1117,apartments,35.9701705,-83.9176123,4.3,24
ChIJc39rizU8XIgRjMg6JYrJUsE,Monday Properties,"902 Kermit Dr, Knoxville, TN 37912, USA",(865) 219-9000,commercial_real_estate,36.0040477,-83.9785504,1.7,18
ChIJrcMjpz0wXIgRslvEvPcwXX8,Forest Ridge Apartments,"9706 Smoky Ridge Way, Knoxville, TN 37931, USA",(865) 800-4209,,35.9587988,-84.1249204,3.9,441
ChIJGUNF1scXXIgR-012a1KaWSY,Arbor Place Apartments,"320 Hall of Fame Dr, Knoxville, TN 37915, USA",,apartments,35.9682144,-83.91373349999999,3.8,18
ChIJjboeT-EkXIgRrIDnyGPCgpA,Cedar Hill,"8324 Gleason Dr, Knoxville, TN 37919, USA",(865) 622-8947,,35.9166909,-84.0539131,3.5,44
ChIJKT3SA7ovXIgR5CXSn6dQBZo,The Retreat at Knoxville,"10600 Castlepointe Wy, Knoxville, TN 37932, USA",(865) 269-9932,,35.91767,-84.144043,4.8,101
ChIJudMAlaAXXIgRbKOAc7c-XFA,River's Edge Apartments,"1701 Island Home Ave, Knoxville, TN 37920, USA",(865) 225-9838,apartments,35.9596989,-83.8909989,3.6,73
ChIJo1K867M9XIgRj9K_kQm3clI,Rand at Tillery,"4501 Tillery Dr, Knoxville, TN 37912, USA",(865) 689-4112,apartments,35.9976566,-83.9700479,3,79
ChIJhTp7xtw9XIgR3SmGD2VheoQ,Maple Sunset Apartments,"4829 Maple Sunset Way, Knoxville, TN 37912, USA",(865) 599-0965,apartments,36.0144195,-83.957405,4.3,64
ChIJc6aUIuo9XIgRvjou8uN7xLQ,Castle Terrace Apartments,"4123 Whistlers Way, Knoxville, TN 37918, USA",(423) 531-3124,apartments,36.0073648,-83.95167049999999,4.6,23
ChIJAQDwt24lXIgRVtNKiMc2H6Y,Southland Properties,"244 N Peters Rd #4933, Knoxville, TN 37923, USA",(865) 694-6100,,35.9161774,-84.086733,2.8,12
ChIJueP4hvEjXIgRhGU2g-c_9C8,"Debby with a ""Y"" Hill - REALTOR","Berkshire Hathaway HomeServices Dean-Smith, 412 S Northshore Dr, Knoxville, TN 37919, USA",(865) 567-3204,commercial_real_estate,35.9289402,-84.0003267,5,41
ChIJLdK5YcUXXIgRQS2FLFynBSM,Terminus Real Estate,"215 Willow Ave, Knoxville, TN 37915, USA",(865) 673-6300,commercial_real_estate,35.9702833,-83.9178331,4.4,8
ChIJeSxARcEXXIgRCHTZ2uCW1Mg,Conversion Properties Inc,"520 W Summit Hill Dr SW #903, Knoxville, TN 37902, USA",(865) 246-1331,commercial_real_estate,35.9652119,-83.92187489999999,3,2
ChIJefZvqJmfXogRWBC-IrN1PBU,The Dwight Price Group,"527 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",(865) 888-7653,,35.7514224,-83.9781289,4.9,41
ChIJ_cOVfqw8XIgR59xM-2ciagI,Commercial & Investment Properties Co,"1225 Weisgarber Rd Suite 390, Knoxville, TN 37909, USA",(865) 584-3967,commercial_real_estate,35.9468943,-84.01461859999999,5,1
ChIJf0yPubgVXIgRx8rsfVeMQVI,Fisher Team Realty Executives Associates Knoxville Real Estate Agents,"124 N Winston Rd, Knoxville, TN 37919, USA",(865) 773-7458,,35.9249799,-84.0435621,5,34
ChIJD2rn404jXIgRa63-7slLq4g,The Nicaud Team - Keller Williams Realty,"8550 Kingston Pike, Knoxville, TN 37919, USA",(865) 268-9866,,35.919985,-84.0660284,4.9,204
ChIJ64_BdwkXXIgRbX9LvdPHiEU,"McDonald Realty, LLC","1131 Phillips Ave, Knoxville, TN 37920, USA",,commercial_real_estate,35.9612797,-83.9005298,4.8,38
ChIJG-n0RqUkXIgRCYB-G1x63_w,"Oliver Smith Realty & Development Company, Inc.","7216 Wellington Dr #1, Knoxville, TN 37919, USA",(865) 584-2000,,35.9291523,-84.0266972,3.8,13
ChIJdwygHlk_XIgRyV4W-aIzD_k,Sterchi Ridge Apartment Homes,"Sterchi, Ridge Way, Knoxville, TN 37918, USA",(865) 688-9903,apartments,36.0270058,-83.9688438,4.1,16
ChIJE5gIF9I8XIgRK8bjrzkYe6A,Goldelm at 414 Flats,"414 N Forest Park Blvd, Knoxville, TN 37919, USA",(865) 272-2556,apartments,35.943559,-83.9840574,3.9,153
ChIJPUzfhE6cXogRinsQV9HsF64,Camellia Trace Apartments,"1201 Camellia Trace Dr, Maryville, TN 37801, USA",(865) 681-7781,,35.7537937,-84.02574949999999,3.2,59
ChIJ90UrtR89XIgRO3kMfiSQ_2E,Big Oak Apartments,"3807 Middlebrook Pike, Knoxville, TN 37921, USA",(865) 637-1343,apartments,35.9638099,-83.9728403,4.1,197
ChIJswcW9dIlXIgRILaXFso-gQI,The Shotwell Team - Realty Executives Associates,"8915 Linksvue Dr, Knoxville, TN 37922, USA",(865) 531-2020,,35.8950845,-84.0720805,3.1,14
ChIJY6Yes6clXIgR_BC9rhsJ9sE,Knoxville Living Group,"6025 Brookvale Ln Suite 135, Knoxville, TN 37919, USA",(865) 276-6767,,35.9370083,-84.0075739,5,3
ChIJI-zMb04jXIgRLaQmbB-FF54,The Goswitz Team- Knoxville Realtors,"201 N Weisgarber Rd, Knoxville, TN 37919, USA",(865) 588-1234,commercial_real_estate,35.9337179,-84.00426619999999,4.8,99
ChIJXQFEiSo9XIgR5NKyVmHS5b8,Dominion,"6305 Kingston Pike, Knoxville, TN 37919, USA",(865) 225-6506,apartments,35.9325473,-84.0064611,2.7,47
ChIJARkfGOQuXIgRflblsQ5chNY,"Blake Rickels Group, Honors Real Estate","115 Suburban Rd, Knoxville, TN 37923, USA",(865) 207-4283,,35.9193324,-84.0666902,5,92
ChIJpcQ0EjG0OC8RBD_44hvzQUk,"Adam Joachim, Realtor","10330 Hardin Valley Rd Suite 202, Knoxville, TN 37932, USA",(352) 220-7700,,35.9545817,-84.1436373,5,5
ChIJrSoD-8MkXIgR5TT7b9vj_h4,Wallace Real Estate - West,"106 N Peters Rd, Knoxville, TN 37923, USA",(865) 693-1111,,35.914622,-84.0811075,4.9,112
ChIJ9RH_ZQovXIgRVMGMSLJNCII,"Angie Cody: LPT Realty, LLC","9041 Executive Park Dr Ste B-250, Knoxville, TN 37923, USA",(865) 755-2639,,35.9243252,-84.0953533,4.9,270
ChIJP1N_fp8vXIgRxnSGNkbljuY,MyNextSuite,"123 Center Park Dr #109, Knoxville, TN 37922, USA",(865) 392-9040,,35.9054035,-84.12213679999999,4.7,51
,,,,,,,,
ChIJ9fNmpeckXIgR28RpuiAWd4Q,Southern Management & Development,"8044 Gleason Dr, Knoxville, TN 37919, USA",(865) 693-0132,,35.9163885,-84.0492027,,
ChIJS2UvL2AkXIgRSmD2cSXPXfE,Villas On Wallace Road,"1211 Gray Birch Wy, Knoxville, TN 37919, USA",(865) 898-1211,,35.8967583,-84.0378849,3.8,12
ChIJqymmwvY9XIgReiEvDt-J6Lo,Rand 938,"4525 Merissa Way, Knoxville, TN 37938, USA",(865) 253-7119,,36.1035743,-83.9220634,2.3,3
ChIJi0bwReExXIgRC3D0VApdppg,Greystone Summit,"2531 Oleander Way, Knoxville, TN 37931, USA",(833) 296-9830,,35.9528879,-84.1698596,4.6,183
ChIJSSxA4nYuXIgR1mi8EkDvz4o,Greystone Vista,"2111 Greystone Vista Way, Knoxville, TN 37932, USA",(833) 825-4811,,35.9420116,-84.1582657,4.7,143
ChIJSwNZhaItXIgRQr6ttNpfCXI,Overlook at Farragut,"11613 Vis Ter Wy, Knoxville, TN 37932, USA",(865) 773-9035,,35.9031063,-84.1753904,4.4,175
ChIJ0WVbbeAlXIgRwh1biU2HlSs,Aventine Northshore,"1971 Willow Loop Way, Knoxville, TN 37922, USA",(865) 205-6566,,35.8582009,-84.08096809999999,4.9,261
ChIJ3flMtAslXIgRdaXktM3dAJA,Mountain View,"601 S Peters Rd, Knoxville, TN 37922, USA",(833) 534-3191,,35.902776,-84.07698599999999,4.5,171
ChIJM_oTgtqfXogRH5Edez7hbHM,RE/MAX First,"612 Crawford St, Maryville, TN 37804, USA",(865) 981-1004,,35.7554648,-83.96388929999999,4.1,47
ChIJsdj5s7suXIgR-lmYxjH6wGI,First Baptist Concord Church,"11704 Kingston Pike, Knoxville, TN 37934, USA",(865) 966-9791,,35.8750577,-84.1710791,4.7,125
ChIJlaK5fukxXIgR29pzyVc8LRA,Faith Promise Church - Pellissippi Campus,"10740 Faith Promise Ln, Knoxville, TN 37931, USA",(865) 251-2590,,35.9625179,-84.1676978,4.7,446
ChIJo_JR_TI7XIgRU6YTe1NUlo8,Park West Church,"7635 Middlebrook Pike, Knoxville, TN 37909, USA",(865) 693-0144,,35.9430604,-84.0451013,4.7,142
ChIJPwUQ2NIkXIgR3pMl55xMh80,Fellowship Church Of Knoxville,"8000 Middlebrook Pike, Knoxville, TN 37909, USA",(865) 470-9800,,35.941763,-84.0519925,4.7,156
ChIJ-8BrXQ-eXogRgJf440d4tMs,Foothills Church - Maryville,"1551 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",(865) 982-7306,,35.754559,-84.0106054,4.7,135
ChIJQ7bj7P09XIgRSCtmbfEKI90,Temple Baptist Church,"1700 W Beaver Creek Dr, Powell, TN 37849, USA",(865) 938-8182,churches,36.0250085,-84.02140349999999,4.6,233
ChIJu9lH7M8XXIgRweU-cf0KxgU,City Church,"522 Sevier Ave, Knoxville, TN 37920, USA",(865) 315-8864,churches,35.9565598,-83.91031149999999,5,31
ChIJE_3hGHmgXogRypUpjYbHzGs,"RIO Revolution Church - Maryville, Tennessee","3419 E Lamar Alexander Pkwy, Maryville, TN 37804, USA",(865) 984-9200,,35.7586279,-83.89248649999999,4.8,261
ChIJi4kg56EvXIgRIpl7aUIMxXA,City Hills Church | Papermill Campus,"1501 Kirby Rd, Knoxville, TN 37909, USA",(865) 291-2393,churches,35.9456975,-84.0020833,4.8,148
ChIJe7wX9GslXIgRwwfLUuFYA5U,Transformation Church,"340 Park Village Rd, Knoxville, TN 37923, USA",(865) 567-8132,,35.9223921,-84.0850512,4.8,97
ChIJv3vWzXElXIgR62d0bMdFNUY,Cedar Springs Presbyterian Church,"9132 Kingston Pike, Knoxville, TN 37923, USA",(865) 693-9331,,35.9112436,-84.0855955,4.5,282
ChIJRwaymkwuXIgRKQJQvhvP64s,Providence Church,"1432 Lovell Rd, Knoxville, TN 37932, USA",(865) 691-3000,,35.9330258,-84.1444537,4.9,63
ChIJa3XD8PU6XIgR0ypnNpLJGqU,"Grace Baptist Church Knoxville, Tennessee","7171 Oak Ridge Hwy #2730, Knoxville, TN 37931, USA",(865) 691-8886,,35.9891615,-84.07544089999999,4.6,178
ChIJJ7wkmusiXIgRsNKEXAMRMTk,Sevier Heights Church,"3140 Maloney Rd, Knoxville, TN 37920, USA",(865) 577-4222,churches,35.902921,-83.9515009,4.8,202
ChIJjyyypnYgXIgRQ4vRV5Fy5uU,RIO East Church,"1601 E Broadway Ave, Maryville, TN 37804, USA",(865) 984-9250,,35.7730662,-83.9602937,4.8,34
ChIJUa-UpdOfXogRslqaUwtVWj4,Grace Community Church,"161 E Harper Ave, Maryville, TN 37804, USA",(865) 984-0116,,35.75696,-83.9713637,4.6,51
