address,lat,lng,name,phone,place_id,rating,reviews,website
"2136 Cumberland Ave, Knoxville, TN 37916, USA",35.953981,-83.938283,Union Knoxville,(865) 518-4479,ChIJ3csA-fM9XIgRWzeqTWcLPjA,4.5,159,https://www.unionknoxville.com/?switch_cls[id]=67805&utm_source=gmb&utm_medium=organic
"906 Waterfront Dr, Knoxville, TN 37920, USA",35.9609517,-83.9052823,South Banks Apartments,(865) 409-5576,ChIJ7VJpbq0XXIgRYrEg2p1z8yg,4.7,24,http://www.southbanksknox.com/
"203 Stone Tree Dr, Maryville, TN 37801, USA",35.7681059,-84.00648,Park Place West Apartments,(865) 681-0806,ChIJ35CccKggXIgR5mRieboEPSI,4,33,http://randpropertymanagement.com/
"1980 Icon Way, Knoxville, TN 37932, USA",35.938938,-84.1536536,Icon Apartment Homes at Hardin Valley,(833) 440-5560,ChIJh5cwW2cvXIgRAbjeps6ruvo,4.8,155,https://www.iconhardinvalley.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
"11613 Vis Ter Wy, Knoxville, TN 37932, USA",35.9031063,-84.1753904,Overlook at Farragut,(865) 773-9035,ChIJSwNZhaItXIgRQr6ttNpfCXI,4.4,175,https://www.overlookatfarragut.com/
"9635 Westland Cove Way, Knoxville, TN 37922, USA",35.88507,-84.0963786,Village at Westland Cove,(865) 326-8928,ChIJSzra4OMlXIgRjvJEGzVHUrw,4.4,80,https://www.livevillageatwestlandcove.com/?botLoad=ScheduleTour&utm_source=GMB&utm_medium=organic
"415 Prestwick Ridge Way, Knoxville, TN 37919, USA",35.9517639,-83.9744503,Mountain Brook Knoxville,(865) 524-5200,ChIJZR2liCc9XIgRJ7avgWGie_w,3.8,59,https://www.mountainbrookknoxville.com/
"401 S Gallaher View Rd, Knoxville, TN 37919, USA",35.9160783,-84.0602529,Copper Pointe Apartment Homes,(865) 268-8209,ChIJY6lFHx4lXIgR3iOYMy4Q-lE,3.7,381,http://www.copperpointehome.com/
"8700 Hopemont Way, Knoxville, TN 37923, USA",35.8972753,-84.05960309999999,Bridlewood On Westland Apartments in Knoxville,(865) 276-8344,ChIJs_CbMqslXIgR7fh6C8WS1fA,4.5,149,http://bridlewoodwestlandapts.com/?utm_knock=w
"2100 Greenland Way, Knoxville, TN 37932, USA",35.9413282,-84.1627882,The Enclave of Hardin Valley,(865) 351-1527,ChIJ9-yoyiMuXIgR1o1Az9_YHEQ,3.9,72,https://www.hardinvalleyenclave.com/?utm_source=GBP&utm_medium=organic&utm_knock=gbp
"9706 Smoky Ridge Way, Knoxville, TN 37931, USA",35.9587988,-84.1249204,Forest Ridge Apartments,(865) 800-4209,ChIJrcMjpz0wXIgRslvEvPcwXX8,3.9,441,https://www.forestridgeknoxville.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=google+biz&utm_medium=organic
"970 Riverside Forest Way, Knoxville, TN 37915, USA",35.964372,-83.904844,The Landings,(865) 268-8380,ChIJCVTnGbkXXIgRnADEgJ7rpsQ,4.1,109,https://www.thelandingsknoxville.com/?switch_cls[id]=25368&utm_source=google%20-%20entratammb&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click
"2111 Greystone Vista Way, Knoxville, TN 37932, USA",35.9420116,-84.1582657,Greystone Vista,(833) 825-4811,ChIJSSxA4nYuXIgR1mi8EkDvz4o,4.7,143,http://greystonevista.com/
"230 Flagship Way, Knoxville, TN 37920, USA",35.9536857,-83.91291799999999,Flagship Kerns Apartments,(888) 417-6030,ChIJfVS3I1kXXIgR5OHdwUAcJXg,4.4,170,https://www.flagshipkerns.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
"1511 Clinch Ave, Knoxville, TN 37916, USA",35.9598263,-83.9307321,The Knox Apartments,(865) 268-8333,ChIJC7nN9V49XIgR4UsL4IK2850,4.6,305,https://livetheknox.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB
"7300 Sir Walter Way, Knoxville, TN 37919, USA",35.9210486,-84.028308,Wellsley Park Apartments,(833) 294-3062,ChIJq6qqqnojXIgR4zFXhXqRlzQ,4.5,220,https://www.livewellsleyparkapts.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
"7118 E Arbor Trace Ln, Knoxville, TN 37909, USA",35.9337745,-84.0250038,KB Willows - The Willows of West Hills,(865) 588-9535,ChIJJbKuNa4kXIgRRVqFLJhX51M,3.5,165,https://www.leasekibo.com/
"100 Hamilton Ridge Dr, Maryville, TN 37801, USA",35.7683076,-83.9928358,The Ridge at Hamilton Crossing Apartments,(865) 432-0614,ChIJO6jwyp8gXIgRzf8N-vVy9KE,4.2,188,https://www.southwoodrealty.com/community/ridge-at-hamilton-crossing/?utm_knock=g
"2202 Adair Dr, Knoxville, TN 37918, USA",36.0207103,-83.9352037,Park at Fountain City,(865) 412-4186,ChIJSb9Wu_49XIgRvsiG4wpY6ks,3.3,302,https://www.theparkatfountaincity.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=2025
"1105 Tree Top Way, Knoxville, TN 37920, USA",35.9368061,-83.9289228,The Woodlands,(865) 609-4034,ChIJ7TjPbv8XXIgRHc0o6kNjPa0,3.7,37,http://www.woodlandsofknoxville.com/contact/
"2310 Yellow Birch Way, Knoxville, TN 37931, USA",35.952529,-84.1673596,The Preserve at Hardin Valley,(865) 657-7307,ChIJw3dK2OAxXIgRnnvIg2wPdsk,3.8,123,https://www.thepreserveathardinvalley.com/?utm_source=GBP&utm_medium=organic&utm_knock=g
"1250 Elston Turner Dr, Knoxville, TN 37915, USA",35.9723069,-83.9070293,First Creek at Austin,(865) 357-2348,ChIJkTn-arcXXIgR37vgVxg10pI,4.3,40,https://www.firstcreekliving.com/
"5605 Holly Grove Way, Knoxville, TN 37918, USA",36.0449146,-83.88442599999999,Legends at Oak Grove,(856) 416-6349,ChIJPfQrk0kUXIgRLma86IThlSA,3.9,187,https://legendsatoakgrove.com/?utm_knock=g
"301 Cheshire Dr Suite 301, Knoxville, TN 37919, USA",35.9273702,-84.030084,Windover Apartments,(833) 571-2582,ChIJ-UvdHbskXIgRZKCR-Y5Xvkk,4.2,147,https://www.windoverknoxville.com/?utm_source=GMB&utm_medium=organic
"1300 Lovell Xing Wy, Knoxville, TN 37932, USA",35.9321846,-84.1494752,Lovell Crossing Apartments,(865) 539-9130,ChIJCbGNtQ4vXIgRe2iBmYc-ZTs,3.5,46,http://lovellcrossing.com/
"2240 Grand Ave, Knoxville, TN 37916, USA",35.9586728,-83.9423802,Society 865,(833) 432-1185,ChIJOclHDGE9XIgRbh6AKZHrP4U,3.7,328,https://society865.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB
"303 W Blount Ave, Knoxville, TN 37920, USA",35.9547408,-83.9174334,303 Flats,(865) 328-7036,ChIJ13bLo-kXXIgR0Bkuvp57ZNs,4.2,211,https://www.303flatsapts.com/?switch_cls[id]=25368&utm_source=google%20-%20entratammb&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click
"1640 Grand Ave APT 1101, Knoxville, TN 37916, USA",35.9618736,-83.9347093,The Commons at Knoxville,(865) 268-8256,ChIJmepfmZg9XIgRBYoMljVf39Q,3.8,556,https://commonsatknoxville.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp-website-button
"414 N Forest Park Blvd, Knoxville, TN 37919, USA",35.943559,-83.9840574,Goldelm at 414 Flats,(865) 272-2556,ChIJE5gIF9I8XIgRK8bjrzkYe6A,3.9,153,https://www.414flatsapartments.com/?utm_knock=g
"102 Brentway Cir, Knoxville, TN 37909, USA",35.9522134,-83.9947585,Ivy at West Hills,(865) 240-4431,ChIJqWyGwMc8XIgR6-HPn3S12WU,3.4,134,https://www.liveivyknoxville.com/?switch_cls%5Bid%5D=65010
"424 N Cedar Bluff Rd, Knoxville, TN 37923, USA",35.9239597,-84.09331829999999,Goldelm at Cedar Bluff,(865) 643-8107,ChIJszyho10lXIgRgsXXd7DlhuA,4.2,207,https://www.cedarbluffapartments.com/?utm_source=GBP&utm_medium=organic
"180 Waterview Dr, Oak Ridge, TN 37830, USA",35.9992725,-84.19247589999999,Centennial Village,(865) 503-6684,ChIJS2AR39MzXIgRt4Kos_kK0Kw,4.4,148,https://www.centennialvillageapts.com/?utm_knock=g
"1319 Knotty Pine Way, Knoxville, TN 37920, USA",35.954452,-83.9005147,The Heights of Knoxville,(865) 312-8100,ChIJ2ZXkiJcXXIgRHBopF9cIZVY,3.3,259,http://live-theheights.com/?utm_source=llm&utm_medium=organic&utm_campaign=local-listing
"4831 King George Way #2301, Knoxville, TN 37918, USA",36.0533043,-83.8924212,The Cottages on Tazewell,(865) 297-5001,ChIJj09rHbIVXIgR2NM8dnjtprA,4.4,64,http://dlhproperties.net/property/cottages-on-tazewell/
"201 Cairn Cir, Knoxville, TN 37923, USA",35.926266,-84.0691717,Hudson on the Greenway,(865) 268-8397,ChIJjTtlTSMlXIgRFza5BFwKWXA,2.9,492,http://www.livethehudsongreenway.com/
"1040 Ebenezer Rd, Knoxville, TN 37923, USA",35.8939224,-84.0660491,Crescent Ebenezer,(865) 456-5112,ChIJ65SYh9olXIgRYTNRfwhJ8Zk,4.1,75,http://crescentebenezer.com/
"2901 Legacy Pointe, Knoxville, TN 37921, USA",35.99880539999999,-84.0202633,Legacy Pointe Apartments,(865) 938-5999,ChIJY2tIc4k7XIgRPCguRuT0Wpo,4,152,https://www.legacypointeknoxapts.com/
"820 Londontown Way, Knoxville, TN 37909, USA",35.9395127,-84.0117262,Villas at Londontown,(865) 584-0771,ChIJn0uLplQjXIgRGKLcY61_Wec,4.1,53,https://aorealtycorp.com/detail/819-londontown-way-knoxville-TN-37909/836
"2223 Cumberland Ave, Knoxville, TN 37916, USA",35.9543495,-83.9401779,Nova Knoxville,(865) 459-0035,ChIJD9EmpIg9XIgRqPQt1_xQBBg,3.2,103,https://www.novaknoxville.com/?switch_cls[id]=68820
"500 Manor View Dr, Knoxville, TN 37923, USA",35.9338638,-84.0610105,Artisan West Apartment Homes,(865) 459-0060,ChIJUT8uFSglXIgRLmy3fFMcHFE,3.9,132,https://www.liveartisanwest.com/
"5237 Tillery Dr, Knoxville, TN 37912, USA",35.9991493,-83.9847157,North Park,(865) 344-5999,ChIJRc57CEY8XIgRw9rfVZ_Ah0I,3.6,166,https://www.northparkknoxville.com/?utm_source=GBP&utm_medium=GBP&utm_campaign=2025
"1000 Infinity Dr, Maryville, TN 37801, USA",35.7413745,-84.0148184,Cottages at Cades Cove Apartments,(865) 982-9917,ChIJud9M3FOfXogRPsOMps2b-T4,4.7,167,https://www.dlhproperties.net/property/cottages-at-cades-cove
"8608 Eagle Pointe Dr, Knoxville, TN 37931, USA",35.9465817,-84.06834769999999,Eagle Pointe Apartment Homes,(865) 345-3458,ChIJTRyHddI6XIgRn4lRfAJdTKU,4.2,263,https://www.eaglepointeapartmenthomes.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=google+biz&utm_medium=organic
"505 Fox Crossing Blvd, Knoxville, TN 37923, USA",35.9302981,-84.08536529999999,Fox Lake Apartment Homes,(865) 531-6100,ChIJJX7LeEYlXIgR8M3YwiEetBU,4.3,135,https://www.foxlakeonline.com/
"3100 Lake Brook Blvd, Knoxville, TN 37909, USA",35.9489023,-84.03020509999999,West Hills Village,(865) 584-0229,ChIJH7felU47XIgR67gYK0kBPQw,4,27,https://aorealtycorp.com/detail/3100-lake-brook-boulevard-knoxville-TN-37909/815
"1607 Centennial Park Blvd, Alcoa, TN 37701, USA",35.7938687,-83.98810689999999,Vital at Springbrook,(844) 537-1762,ChIJm3OePsohXIgRRtA1EJqXoo4,4.7,46,https://www.liveatvital.com/?utm_source=GBP&utm_medium=organic
"3732 Fripp Pl Wy, Knoxville, TN 37918, USA",36.0444494,-83.8858147,Highline at Knoxville,(865) 343-0660,ChIJM9b0JS8VXIgRq9eeJzcTokM,4.8,28,https://www.highlineknoxville.com/?utm_source=gmb&utm_medium=organic
"1261 Walden Legacy Way, Knoxville, TN 37931, USA",35.9434404,-84.11085589999999,Walden Legacy Apartment Homes,(865) 999-0519,ChIJy2fkxVQlXIgRpYZHCuHSQrA,4.1,194,https://www.waldenlegacyapartmenthomes.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=google+biz&utm_medium=organic
"901 Mountcastle St SW, Knoxville, TN 37916, USA",35.9544067,-83.937088,Slate at 901,(865) 328-7190,ChIJITv59F49XIgRxJSt7ZbT8XI,3.8,184,https://slateat901.com/?switch_cls[id]=98512
"10600 Castlepointe Wy, Knoxville, TN 37932, USA",35.91767,-84.144043,The Retreat at Knoxville,(865) 269-9932,ChIJKT3SA7ovXIgR5CXSn6dQBZo,4.8,101,http://www.retreatatknoxvilletn.com/?utm_knock=g
"700 Henley St, Knoxville, TN 37902, USA",35.9619191,-83.9209185,Church + Henley Apartments,(865) 213-5534,ChIJpWMtLDsXXIgR7eplyxmxqSc,4.9,90,https://www.churchandhenley.com/?utm_source=gmb&utm_medium=organic&lvcode=1128489
"309 Broome Rd NW, Knoxville, TN 37923, USA",35.9309565,-84.061382,The Meridian,(865) 268-8341,ChIJ0aNm3CclXIgRKBnI1tepigw,2.5,166,http://www.livethemeridian.com/
"6315 Kingston Pike, Knoxville, TN 37919, USA",35.9338302,-84.0074623,Kingston Pointe Apartment Homes,(865) 584-5921,ChIJ4wUl1FEjXIgREM9hNWoOXR4,4.2,79,http://www.kingstonpointeknoxville.com/
"301 Woodlawn Pike, Knoxville, TN 37920, USA",35.9459329,-83.908228,Cherokee Ridge Apartments by Woodlawn Property LLC,(865) 573-2323,ChIJKTnCfZIXXIgRSqLMLQZmsRQ,4.5,33,http://www.cherokeeridgeapts.com/
"3807 Middlebrook Pike, Knoxville, TN 37921, USA",35.9638099,-83.9728403,Big Oak Apartments,(865) 637-1343,ChIJ90UrtR89XIgRO3kMfiSQ_2E,4.1,197,https://www.bigoakapts.com/big-oak-knoxville-tn
"2401 Sunrise Ridge Way, Knoxville, TN 37921, USA",35.9989561,-84.0223951,Sunrise Ridge Apartments,(865) 345-5708,ChIJF8kyE7k7XIgRY100u6Drbi8,3.6,70,https://www.sunriseridgeknox.com/
"820 Londontown Way, Knoxville, TN 37909, USA",35.9392214,-84.01178490000001,Londontown Apartments,(865) 584-0771,ChIJPZbQpVQjXIgRSpMjSS4ceEQ,3.8,45,https://aorealtycorp.com/
"350 Amberleigh Bluff Way, Knoxville, TN 37922, USA",35.9038252,-84.09171479999999,Amberleigh Bluff Apartments,(833) 263-3946,ChIJw5qKwnMlXIgRPmmPbTzZz4s,3.4,74,https://www.steadfastmanagement.com/apartments/tn/knoxville/amberleigh-bluff/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=GMB&utm_medium=organic
"1211 Gray Birch Wy, Knoxville, TN 37919, USA",35.8967583,-84.0378849,Villas On Wallace Road,(865) 898-1211,ChIJS2UvL2AkXIgRSmD2cSXPXfE,3.8,12,http://www.thevillasonwallaceroad.com/
"1201 Camellia Trace Dr, Maryville, TN 37801, USA",35.7537937,-84.02574949999999,Camellia Trace Apartments,(865) 681-7781,ChIJPUzfhE6cXogRinsQV9HsF64,3.2,59,http://www.camelliatrace.com/
"9831 Sugar Magnolia Wy, Knoxville, TN 37922, USA",35.8828138,-84.0970758,Lakeview at Westland,(865) 409-5818,ChIJj4uzirklXIgRoEYLEpl0jds,4.4,13,
"601 S Peters Rd, Knoxville, TN 37922, USA",35.902776,-84.07698599999999,Mountain View,(833) 534-3191,ChIJ3flMtAslXIgRdaXktM3dAJA,4.5,171,http://livemountainview.com/
"810 Tapestry Way, Knoxville, TN 37932, USA",35.9039517,-84.16789729999999,Avery at Turkey Creek,(865) 420-5457,ChIJGQbFGqMvXIgRdVrdQ-gOVlA,3.9,79,https://www.harborgroupmanagement.com/apartments/TN/Knoxville/Avery-at-Turkey-Creek/?utm_knock=g
"2639 Bakertown Rd, Knoxville, TN 37931, USA",35.9562586,-84.06727950000001,Nature's Cove,(865) 403-1422,ChIJsQjbvSc7XIgRx7YO0BW6-2I,3.8,46,https://www.kcdc.org/housing/natures-cove/
"6305 Kingston Pike, Knoxville, TN 37919, USA",35.9325473,-84.0064611,Dominion,(865) 225-6506,ChIJXQFEiSo9XIgR5NKyVmHS5b8,2.7,47,https://www.dominion.us/
"1904 Natchez Ave SE, Knoxville, TN 37915, USA",35.9673241,-83.8964719,Holston Oaks Apartments.,(865) 523-1731,ChIJi3fBtagXXIgR9RuoQnTrcOY,3.4,41,http://aamci.com/
"101-439 Grant Townhouse Dr, Maryville, TN 37804, USA",35.7929402,-83.9250041,Grant Townhouses,(865) 523-9595,ChIJ6cfk_o4fXIgRTgFAkCO3z7k,3.4,14,
"320 N Cedar Bluff Rd #203, Knoxville, TN 37923, USA",35.9204093,-84.0907955,AAMCI,(865) 525-7500,ChIJeSxARcEXXIgRybTBjXW9w9U,3,30,https://aamci.com/
"2711 Southfork Dr, Knoxville, TN 37921, USA",35.96501240000001,-84.0487958,Amherst Ridge,(865) 531-3675,ChIJ61qZswI7XIgRGeYDYvtGfdc,3.8,248,https://yescommunities.com/community/amherst-ridge
"201 Locust St, Knoxville, TN 37902, USA",35.9661776,-83.92318759999999,Summit Towers,(865) 525-5069,ChIJi9_D5NoXXIgR3Wd2Fn4ws88,3,42,https://summit-towers.com/
"802 Blue Sky Dr, Maryville, TN 37801, USA",35.7360237,-84.0211444,Oak Tree Apartments,,ChIJ27r_ptmdXogRfwjlJ-89t1c,3.5,18,
"132 W Jackson Ave, Knoxville, TN 37902, USA",35.96949,-83.91925359999999,The House Scout,(865) 591-1121,ChIJo2Fan88XXIgR6o-eDnpOMi0,5,100,https://homeinspectorsknoxvilletn.com/
"4005 N Broadway, Knoxville, TN 37917, USA",36.0079868,-83.9268474,"Devine Properties, LLC",(865) 299-2483,ChIJix-MSIUVXIgRVmTxGWVLs2U,5,16,http://www.devine-home-buyers.com/
"6514 Deane Hill Dr, Knoxville, TN 37919, USA",35.9287915,-84.0120543,"J A Murphy Group, LLC",(865) 558-0577,ChIJq0uN-lkjXIgRoP6gMOv5thI,,,https://jamurphygroup.com/
"6331 Pleasant Ridge Rd, Knoxville, TN 37921, USA",35.9980451,-84.0182005,Autumn Landing,(865) 403-1422,ChIJORtoqYk7XIgRcvLnGlQNodk,3.9,76,https://www.kcdc.org/housing/autumn-landing/
"6001 Walden Dr #1, Knoxville, TN 37919, USA",35.930252,-84.00023019999999,Crescent Bend Development,(865) 444-2145,ChIJhYAFyEgjXIgRvkRRuYrffPw,1,1,https://www.crescentbenddev.com/
"899 Woodview Ln, Knoxville, TN 37909, USA",35.94273099999999,-84.0405881,Woodview Terrace,(865) 690-3227,ChIJn11J3zQ7XIgRfMGv611OucY,4.4,32,https://www.woodviewterrace.com/
"290 Quaker Way, Knoxville, TN 37920, USA",35.9085543,-83.8527393,White Oak Crossing,(865) 244-6348,ChIJFTe_xq0ZXIgRtNIOS0QI3Gw,2.9,15,http://www.wodagroup.com/whiteoakcrossing
"1230 Cassell Valley Way, Knoxville, TN 37912, USA",35.996986,-83.9591731,Cassell Ridge Apartments,(865) 357-2712,ChIJ26tX8bs9XIgRNinCK8TJrwc,4,49,https://cassellridgeapts.com/
"118 N Peters Rd #127, Knoxville, TN 37923, USA",35.9149556,-84.08104519999999,East Tennessee Housing Development Corporation,(865) 281-3130,ChIJYU_MxmwlXIgRjvYbrX_F4lc,5,1,https://www.ethdc.org/
"10638 Missoula Way, Knoxville, TN 37932, USA",35.9334625,-84.1401696,Residences at Devanshire,(865) 328-7212,ChIJa26XFSgvXIgRr6KWur97pVs,4.2,10,https://www.knoxvillehouserentals.com/
"Knoxville, TN 37920, USA",35.9264921,-83.98104,Lakemoor Hills,,ChIJAQAAwCUjXIgRqwiWAOTtGqo,5,2,
"813 Huckleberry Ln, Knoxville, TN 37924, USA",36.0072292,-83.7690023,"Braden Family Properties, LLC.",(865) 696-7343,ChIJzXZlqB8RXIgRi4ta0jEjrvk,,,
"520 W Summit Hill Dr SW #603, Knoxville, TN 37902, USA",35.9651425,-83.9219165,Partners Development,(865) 524-7777,ChIJ7S3GwMQXXIgRg2FBkD4bX-U,5,10,https://partnersinfo.com/
"900 S Gay St # 1600, Knoxville, TN 37902, USA",35.9616725,-83.91541029999999,Lawler Wood LLC,(865) 637-7777,ChIJeSxARcEXXIgRsA6LjczKuy4,3.7,3,http://www.lawlerwood.com/
"Dutchtown Rd, Knoxville, TN 37923, USA",35.9282587,-84.12527440000001,Novare Knoxville,,ChIJ32HyJAAvXIgR3cDs5crBpuo,,,
"4420 Whittle Springs Rd, Knoxville, TN 37917, USA",36.015524,-83.919266,Asset Realty Management,(865) 247-0027,ChIJ0ThVEQ8WXIgRRkgAUgmJcS0,4.1,445,http://armtn.com/
"5410 Homberg Dr # 35, Knoxville, TN 37919, USA",35.9355332,-83.9915128,Apartment Association-Greater,(865) 588-8961,ChIJcXAcaTQjXIgRPT2apN7pZ-A,,,http://aagk.org/
"7711 Mockingbird Mdws Dr, Knoxville, TN 37938, USA",36.0699377,-83.9704453,Mockingbird Meadows Homes,(865) 355-4563,ChIJ65HhtVwVXIgR7NsQCGJeIow,4.8,34,https://www.livemockingbirdmeadows.com/?funnelleasing=onlinelisting&utm_source=gmb&utm_medium=organic
"9007 10 Mile Rd, Knoxville, TN 37923, USA",35.9253896,-84.0828154,Brendon Park Apartments,(865) 693-0282,ChIJ1Uj1c0ElXIgRjhSas901AwI,3.5,145,http://www.brendonpark.com/
"11647 Chapman Hwy, Seymour, TN 37865, USA",35.8640959,-83.7492767,Smoky Crossing Apartment Homes,(865) 518-4987,ChIJ4w2HqccEXIgRm0ERcxYny9Y,3.8,395,https://www.smokycrossingapartmenthomes.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=google+biz&utm_medium=organic
"651 Rain Forest Rd, Knoxville, TN 37923, USA",35.9088287,-84.0568313,The Reserve at Raintree,(865) 539-4085,ChIJxYVDt-AlXIgRvkrq_X8X5tc,4.1,17,https://www.reserveatraintree.com/
"1319 Highland Ave, Knoxville, TN 37916, USA",35.9621089,-83.9290194,Highland Terrace Communities,(833) 313-4833,ChIJ04PD394XXIgRNlYu0wayvpQ,4,222,http://livehighlandterrace.com/
"2307 Union Pointe Ln, Knoxville, TN 37932, USA",35.9414573,-84.17050259999999,Windermere Trails,(407) 904-9535,ChIJNSkOlTsvXIgRPkfAGfwDVLo,4.4,34,http://www.windermeretrailsliving.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb
"519 Morrell Rd, Knoxville, TN 37919, USA",35.9206327,-84.03359449999999,The Everly,(865) 268-8376,ChIJg103eL4kXIgR6rqtq3ETaUo,3.9,111,http://www.livetheeverly.com/
"910 Ardmore Alcoa Way, Louisville, TN 37777, USA",35.8454293,-83.9977163,Elevate at Topside,(844) 616-1122,ChIJI4jTzzQhXIgROhVHcVxP5Ks,4.5,42,http://www.elevateattopside.com/
"4155 Henry Knox Way, Knoxville, TN 37920, USA",35.9292575,-83.9293422,Redpoint Knoxville,(731) 200-1243,ChIJxa1Yq189XIgRYSLU7UI8r8Y,4.3,89,https://redpoint-knoxville.com/
"3801 Oak Valley Dr, Knoxville, TN 37918, USA",36.0608286,-83.9231446,The Views at Elm Grove Apartments,(865) 268-8411,ChIJOX9ofoMVXIgRGsFjGfKVCAs,3.9,73,http://www.viewsatelmgrove.com/
