address,industry,lat,lng,name,phone,place_id,rating,review_count,website
"5022 Chapman Hwy, Knoxville, TN 37920, USA",apartments,35.9288764,-83.8935997,Stonewall Lofts,(865) 577-8208,ChIJJRgZHCwYXIgRoK7YOF7QUVs,3.5,62,http://www.lhp.net/
"111 E Young High Pike, Knoxville, TN 37920, USA",apartments,35.93520360000001,-83.90488429999999,Young High Flats,(865) 345-5522,ChIJTUoGG_AZXIgRdDpmPzlz0GA,3.6,20,https://www.younghighflats.com/
"206 Gayview Dr, Knoxville, TN 37920, USA",apartments,35.929165,-83.903736,Cedar Village Apartments,(865) 573-5775,ChIJ_TdsLyQYXIgRCiZg8TT6arc,2.7,17,
"201 Overbrook Dr, Knoxville, TN 37920, USA",apartments,35.9297957,-83.9034784,Hickory Hill Apartments,(865) 584-5796,ChIJj6hShiYYXIgRsscuVy-lUPc,4.1,9,http://randpropertymanagement.com/
"290 Quaker Way, Knoxville, TN 37920, USA",apartments,35.9085543,-83.8527393,White Oak Crossing,(865) 244-6348,ChIJFTe_xq0ZXIgRtNIOS0QI3Gw,2.9,15,http://www.wodagroup.com/whiteoakcrossing
"6033 Sunbeam Ln SE, Knoxville, TN 37920, USA",apartments,35.9298288,-83.8712967,Cedar Ridge Apartments,(865) 573-9117,ChIJJQ7LZ94ZXIgRffpQipRYG8U,2.2,25,https://www.cedarridgeknoxville.com/
"415 Prestwick Ridge Way, Knoxville, TN 37919, USA",apartments,35.9517639,-83.9744503,Mountain Brook Knoxville,(865) 524-5200,ChIJZR2liCc9XIgRJ7avgWGie_w,3.8,59,https://www.mountainbrookknoxville.com/
"414 N Forest Park Blvd, Knoxville, TN 37919, USA",apartments,35.943559,-83.9840574,Goldelm at 414 Flats,(865) 272-2556,ChIJE5gIF9I8XIgRK8bjrzkYe6A,3.9,153,https://www.414flatsapartments.com/?utm_knock=g
"102 Brentway Cir, Knoxville, TN 37909, USA",apartments,35.9522134,-83.9947585,Ivy at West Hills,(865) 240-4431,ChIJqWyGwMc8XIgR6-HPn3S12WU,3.4,134,https://www.liveivyknoxville.com/?switch_cls%5Bid%5D=65010
"820 Londontown Way, Knoxville, TN 37909, USA",apartments,35.9395127,-84.0117262,Villas at Londontown,(865) 584-0771,ChIJn0uLplQjXIgRGKLcY61_Wec,4.1,53,https://aorealtycorp.com/detail/819-londontown-way-knoxville-TN-37909/836
"4831 Summit Cir, Knoxville, TN 37919, USA",apartments,35.9479552,-83.98719849999999,The Abigail,(865) 328-7018,ChIJ264lu888XIgRs5CxLNqS8vE,3.2,162,https://www.theabigailapts.com/
"820 Londontown Way, Knoxville, TN 37909, USA",apartments,35.9392214,-84.01178490000001,Londontown Apartments,(865) 584-0771,ChIJPZbQpVQjXIgRSpMjSS4ceEQ,3.8,45,https://aorealtycorp.com/
"1505 Greenbrier Ridge Way, Knoxville, TN 37909, USA",apartments,35.9578712,-83.97716179999999,The Collective at Sutherland,(865) 459-0047,ChIJVRgLZ948XIgRM3MNdc3xA7Q,3.8,176,http://www.collectiveknoxville.com/
"800 Longview Rd, Knoxville, TN 37919, USA",apartments,35.9482969,-83.985383,Crestridge Apartments,(888) 572-8391,ChIJ7TOW3s88XIgRP088PRM68u8,4.1,73,https://www.crestridgeapts.com//?utm_source=GMB&utm_medium=organic
"525 Renford Rd a416, Knoxville, TN 37919, USA",apartments,35.9460443,-83.9831344,Cagle Terrace,(865) 403-1310,ChIJQbmrDNE8XIgRAxR3-no9_z8,3.6,49,https://www.kcdc.org/housing/cagle-terrace/
"909 Hollywood Rd, Knoxville, TN 37919, USA",apartments,35.9495396,-83.98204000000001,The Flats at Pond Gap,(865) 212-0012,ChIJUXeWeqw9XIgRi1thJbiGjms,3.9,27,https://www.flatsatpondgap.com/
"1000 Country Oak Cir, Knoxville, TN 37909, USA",apartments,35.951882,-83.988096,Addison at Sutherland,(844) 638-4943,ChIJ12MJpcU8XIgRJyMewsh2WXA,3.2,248,https://www.steadfastmanagement.com/apartments/tn/knoxville/addison-at-sutherland/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=GMB&utm_medium=organic
"501-A Longview Rd, Knoxville, TN 37919, USA",apartments,35.9447114,-83.9840505,Emerson,(865) 268-8230,ChIJyYzP8NE8XIgRLA-vDfrPbG8,2.7,123,http://www.movetoknoxvilletn.com/
"4201 Crosby Dr, Knoxville, TN 37909, USA",apartments,35.9558844,-83.9783739,Carlton Square Apartments,(865) 584-6651,ChIJG6bf6d48XIgRlZ0PX7W6xFU,4.4,13,https://www.carltonsquareapartments.com/
"1101 Sutters Mill Ln, Knoxville, TN 37909, USA",apartments,35.9394694,-84.015784,Sutters Mill,(865) 584-0283,ChIJ8X6hW1UjXIgRq8yQMGroRbs,4.2,31,http://suttersmillknoxville.com/
"1036 Dunhill Way, Knoxville, TN 37919, USA",apartments,35.95368089999999,-83.97415749999999,Dunhill Flats,(865) 419-4308,ChIJXdPCdkM9XIgROyoB7JYbhO4,4.9,52,https://www.dunhillapts.com/
"1537 A Coleman Rd, Knoxville, TN 37909, USA",apartments,35.9496225,-83.9946667,West Towne Manor Apartments,(865) 584-6271,ChIJj4jSz8c8XIgRd4PIhHeeVNY,3.7,27,https://www.smdproperty.com/resident-properties/west-towne-manor/
"2240 Sutherland Ave # 103, Knoxville, TN 37919, USA",apartments,35.9570334,-83.95240960000001,Sutherland Lofts,(865) 789-7786,ChIJZ0EvsgY9XIgRO1nbxyVOwps,4.5,2,http://sutherlandlofts.com/
"4619 Sunflower Rd, Knoxville, TN 37909, USA",apartments,35.9582124,-83.9911412,The Hammond Apartments,(865) 584-5796,ChIJCYRsNwzFJRUR8VarbxE8xC4,2.5,229,http://www.randpropertymanagement.com/
"410 Harry St, Knoxville, TN 37919, USA",apartments,35.9518724,-83.96541719999999,Sutherland Square Apartments,(865) 544-1445,ChIJp_e45iQ9XIgR52O29lpzdMM,3,9,https://www.ehmgmt.com/sutherland-square-knoxville-tn-1
"400 Sutherland, Cove View Way, Knoxville, TN 37919, USA",apartments,35.95034589999999,-83.9721118,Rand Townhomes,(865) 584-5796,ChIJhfq2tic9XIgRW5atXryItfo,3.5,11,http://www.randpropertymanagement.com/
"6514 Deane Hill Dr, Knoxville, TN 37919, USA",apartments,35.9287915,-84.0120543,"J A Murphy Group, LLC",(865) 558-0577,ChIJq0uN-lkjXIgRoP6gMOv5thI,,,https://jamurphygroup.com/
"6001 Walden Dr #1, Knoxville, TN 37919, USA",apartments,35.930252,-84.00023019999999,Crescent Bend Development,(865) 444-2145,ChIJhYAFyEgjXIgRvkRRuYrffPw,1,1,https://www.crescentbenddev.com/
"Knoxville, TN 37920, USA",apartments,35.9264921,-83.98104,Lakemoor Hills,,ChIJAQAAwCUjXIgRqwiWAOTtGqo,5,2,
"5410 Homberg Dr # 35, Knoxville, TN 37919, USA",apartments,35.9355332,-83.9915128,Apartment Association-Greater,(865) 588-8961,ChIJcXAcaTQjXIgRPT2apN7pZ-A,,,http://aagk.org/
"1511 Clinch Ave, Knoxville, TN 37916, USA",apartments,35.9598263,-83.9307321,The Knox Apartments,(865) 268-8333,ChIJC7nN9V49XIgR4UsL4IK2850,4.6,320,https://livetheknox.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB
"1105 Tree Top Way, Knoxville, TN 37920, USA",apartments,35.9368061,-83.9289228,The Woodlands,(865) 609-4034,ChIJ7TjPbv8XXIgRHc0o6kNjPa0,3.7,37,http://www.woodlandsofknoxville.com/contact/
"2136 Cumberland Ave, Knoxville, TN 37916, USA",apartments,35.953981,-83.938283,Union Knoxville,(865) 518-4479,ChIJ3csA-fM9XIgRWzeqTWcLPjA,4.5,160,https://www.unionknoxville.com/?switch_cls[id]=67805&utm_source=gmb&utm_medium=organic
"2240 Grand Ave, Knoxville, TN 37916, USA",apartments,35.9586728,-83.9423802,Society 865,(833) 432-1185,ChIJOclHDGE9XIgRbh6AKZHrP4U,3.7,328,https://society865.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB
"2223 Cumberland Ave, Knoxville, TN 37916, USA",apartments,35.9543495,-83.9401779,Nova Knoxville,(865) 459-0035,ChIJD9EmpIg9XIgRqPQt1_xQBBg,3.2,103,https://www.novaknoxville.com/?switch_cls[id]=68820
"465 W Blount Ave, Knoxville, TN 37920, USA",apartments,35.9505693,-83.9213118,Livano Knoxville,(865) 421-5684,ChIJI4Iw4cwXXIgRAUdHM625Fcw,4.9,37,https://www.livanoknoxville.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp-website-button
"1640 Grand Ave APT 1101, Knoxville, TN 37916, USA",apartments,35.9618736,-83.9347093,The Commons at Knoxville,(865) 268-8256,ChIJmepfmZg9XIgRBYoMljVf39Q,3.8,556,https://commonsatknoxville.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp-website-button
"901 Mountcastle St SW, Knoxville, TN 37916, USA",apartments,35.9544067,-83.937088,Slate at 901,(865) 328-7190,ChIJITv59F49XIgRxJSt7ZbT8XI,3.8,184,https://slateat901.com/?switch_cls[id]=98512
"112 S 17th St, Knoxville, TN 37916, USA",apartments,35.9614457,-83.93483650000002,Highland Grand Apartments,(833) 430-1125,ChIJkTpo_mA9XIgR8ZL9fSB4Ns8,4.2,138,https://www.highlandgrandapartments.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
"2308 Forest Ave, Knoxville, TN 37916, USA",apartments,35.9576135,-83.9437161,University Walk,(865) 421-5802,ChIJl0Ecv0I9XIgR55gJInWij70,4.3,223,https://universitywalkknox.com/
"814 W Hill Ave, Knoxville, TN 37902, USA",apartments,35.95794619999999,-83.9212852,Maplehurst Park Apartments,(865) 525-1104,ChIJD8vdSt0XXIgRehKaAoHoWPQ,3.4,60,http://www.maplehurstparkapts.com/
"1319 Highland Ave, Knoxville, TN 37916, USA",apartments,35.9621089,-83.9290194,Highland Terrace Communities,(833) 313-4833,ChIJ04PD394XXIgRNlYu0wayvpQ,4,222,http://livehighlandterrace.com/
"700 Henley St, Knoxville, TN 37902, USA",apartments,35.9619191,-83.9209185,Church + Henley Apartments,(865) 213-5534,ChIJpWMtLDsXXIgR7eplyxmxqSc,4.9,90,https://www.churchandhenley.com/?utm_source=gmb&utm_medium=organic&lvcode=1128489
"2521 Kingston Pike, Knoxville, TN 37919, USA",apartments,35.95285,-83.944238,Tradition Knoxville,(844) 748-5497,ChIJIV67kl89XIgR82Olbn9T2f0,3.9,342,https://www.traditionknoxville.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB
"705 S 17th St, Knoxville, TN 37916, USA",apartments,35.9569267,-83.9327955,The Standard at Knoxville,(888) 912-7805,ChIJ0cbnrF89XIgR8hcDj6rp1bU,3.5,254,https://www.thestandardatknoxville.com/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=GMB
"1830 Cumberland Ave Suite 103, Knoxville, TN 37916, USA",apartments,35.9551532,-83.93506599999999,TENN,(865) 459-0090,ChIJo9-3WV49XIgRMupati6-_DY,3.2,63,https://tennstudentliving.com/?switch_cls[id]=63820&utm_source=google%20-%20entratammb&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click
"719 Locust St SW, Knoxville, TN 37902, USA",apartments,35.9614935,-83.9201899,The Tribute,(865) 545-0901,ChIJY9SkKa8XXIgROJCdql4a9tY,5,1,https://www.thetributeknox.com/
"603 W Main St, Knoxville, TN 37902, USA",apartments,35.9605847,-83.91961180000001,Medical Arts Building,(865) 766-2099,ChIJO0M6F8MXXIgRk8NwqFiMdfY,4.3,14,http://www.mabknoxville.com/
"1631 Laurel Ave, Knoxville, TN 37916, USA",apartments,35.9592549,-83.93296889999999,Barclay House,(865) 522-6987,ChIJ-8PLF2A9XIgRfEF8_c8rEvU,5,6,https://barclay.naiknoxville.com/
"1634 Laurel Ave, Knoxville, TN 37916, USA",apartments,35.9589804,-83.9329379,The Brighton,(865) 264-0699,ChIJ-3KVFmA9XIgRsjbBI8eJ8i8,5,1,http://brightonatlaurel.com/
"2223 Laurel Ave, Knoxville, TN 37916, USA",apartments,35.9564259,-83.9414542,Town-Site Apartments,(865) 206-2609,ChIJoQ2ZIl09XIgR2Py5EGBMdlw,5,3,
"1711 Cumberland Ave, Knoxville, TN 37916, USA",apartments,35.9564126,-83.93301,EVER Knoxville,(865) 421-5923,ChIJX6hTNgM9XIgRCOjA83XftSE,5,21,https://everknoxville.com/
"230 Flagship Way, Knoxville, TN 37920, USA",apartments,35.9536857,-83.91291799999999,Flagship Kerns Apartments,(888) 417-6030,ChIJfVS3I1kXXIgR5OHdwUAcJXg,4.4,170,https://www.flagshipkerns.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
"2701 Sevier Ave, Knoxville, TN 37920, USA",apartments,35.9541996,-83.8963658,The Adelade Apartment Homes,(865) 252-0251,ChIJXQMwxpgXXIgRSu5LY7GsakM,4.4,137,http://www.theadeladeapartments.com/
"303 W Blount Ave, Knoxville, TN 37920, USA",apartments,35.9547408,-83.9174334,303 Flats,(865) 328-7036,ChIJ13bLo-kXXIgR0Bkuvp57ZNs,4.2,211,https://www.303flatsapts.com/?switch_cls[id]=25368&utm_source=google%20-%20entratammb&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click
"1319 Knotty Pine Way, Knoxville, TN 37920, USA",apartments,35.954452,-83.9005147,The Heights of Knoxville,(865) 312-8100,ChIJ2ZXkiJcXXIgRHBopF9cIZVY,3.3,259,http://live-theheights.com/?utm_source=llm&utm_medium=organic&utm_campaign=local-listing
"906 Waterfront Dr, Knoxville, TN 37920, USA",apartments,35.9609517,-83.9052823,South Banks Apartments,(865) 409-5576,ChIJ7VJpbq0XXIgRYrEg2p1z8yg,4.7,24,http://www.southbanksknox.com/
"301 Woodlawn Pike, Knoxville, TN 37920, USA",apartments,35.9459329,-83.908228,Cherokee Ridge Apartments by Woodlawn Property LLC,(865) 573-2323,ChIJKTnCfZIXXIgRSqLMLQZmsRQ,4.5,33,http://www.cherokeeridgeapts.com/
"1701 Island Home Ave, Knoxville, TN 37920, USA",apartments,35.9596989,-83.8909989,River's Edge Apartments,(865) 225-9838,ChIJudMAlaAXXIgRbKOAc7c-XFA,3.6,73,http://riversedgeknox.com/
"301 Lippencott St, Knoxville, TN 37920, USA",apartments,35.9500939,-83.9062004,University Park,(865) 577-8700,ChIJJT5Wk5MXXIgR1jnc1iRfPvA,3.5,367,https://www.universityparkknoxville.com/?utm_source=llm&utm_medium=organic&utm_campaign=local-listing
"1642 Hillwood Dr, Knoxville, TN 37920, USA",apartments,35.9568018,-83.8931257,Hillwood Villas,(865) 230-1860,ChIJ21gR8KEXXIgRyTn_cfcgqwM,4,83,http://www.hillwoodvillas.com/
"221 E Blount Ave, Knoxville, TN 37920, USA",apartments,35.9555864,-83.9156969,One Riverwalk Apartments,(865) 459-0075,ChIJRZWARbwXXIgRuw6C2NVDg_g,3.3,44,https://www.oneriverwalkapartments.com/?switch_cls[id]=97692&utm_source=google+biz&utm_medium=organic&utm_campaign=gbp+lance
"2727 Fort Stanley Way, Knoxville, TN 37920, USA",apartments,35.9499282,-83.912384,Southside Flats,(865) 290-7874,ChIJ-44JzXIXXIgRdeRpDO8790w,3.4,51,http://www.southsideknox.com/
"2019 City Vista Way, Knoxville, TN 37920, USA",apartments,35.9573651,-83.9083627,City South Apartments,(865) 409-5681,ChIJ-c7aLL4XXIgR10TW0dNdSP4,3.7,15,https://www.citysouthknox.com/
"200 Highwood Ct, Knoxville, TN 37920, USA",apartments,35.9483432,-83.9103643,The Henley Apartments,(833) 909-2771,ChIJoWk7I-0XXIgRdHjHCP4couU,3.9,114,https://www.thehenleyapartments.com/?utm_source=GMB&utm_medium=organic
"222 E Blount Ave, Knoxville, TN 37920, USA",apartments,35.9546647,-83.9156354,The Davy,(865) 518-4101,ChIJ12dKaQsXXIgRsaZ5TqfHOaY,4.2,139,https://thedavyknox.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_listing&hyly_channel=pr&hyly_method=w
"904 Knotty Oak Way, Knoxville, TN 37920, USA",apartments,35.9526086,-83.90377869999999,Oak Crest Apartments,(865) 577-3526,ChIJAyT23JYXXIgRcWX0qkyMzT0,3.4,24,
"612 Gertrude Ave, Knoxville, TN 37920, USA",apartments,35.9567819,-83.906823,612 South Studios,(865) 409-5439,ChIJbRahlgAXXIgRCprazah8HAM,2.3,3,https://www.citysouthknox.com/floorplans
"3423 Sevier Ave, Knoxville, TN 37920, USA",apartments,35.946054,-83.89220730000001,Southland Square,(865) 573-6911,ChIJnVhZbZ0XXIgRHIR4gtdKHto,3.5,15,http://www.lhp.net/
"1837 Cherokee Bluff Dr, Knoxville, TN 37920, USA",apartments,35.9395484,-83.9351425,Cherokee Bluff Condominiums,(865) 573-2360,ChIJ0QyyR6siXIgRIuy9A9rD-BE,3.9,34,
"445 W Blount Ave, Knoxville, TN 37920, USA",apartments,35.952888,-83.9186028,CityView at Riverwalk,(865) 577-6955,ChIJ1-VlzegXXIgRngCRvBTxfYk,4.3,49,https://www.cityviewknoxville.com/
"121 Taliwa Ct B, Knoxville, TN 37920, USA",apartments,35.9405576,-83.908806,Chapman Square Apartments,(865) 573-1000,ChIJc5vbY4sXXIgRXrkfdykW9to,3.4,14,
"1201 Laurel Ave APT 205, Knoxville, TN 37916, USA",apartments,35.961454,-83.9271215,Laurel Villas Condominiums,(865) 500-5011,ChIJ3dyVmN4XXIgR6I5zC63YqlM,3.9,12,https://urehousing.com/property/laurel-villas-condominiums/
"107 Flenniken Ave, Knoxville, TN 37920, USA",apartments,35.9402628,-83.9115794,The Verandas,(865) 403-1381,ChIJ2RDApfQXXIgRxMgtCGuzhtQ,3.1,10,
"3001 River Towne Way, Knoxville, TN 37920, USA",apartments,35.9429563,-83.92569950000001,River Towne Condominiums,,ChIJ_1jRjPsXXIgRdJujkXNchBc,4.4,33,
"1201 Highland Ave, Knoxville, TN 37916, USA",apartments,35.962646,-83.9278751,Highland Avenue Apartments,,ChIJ39ZRToEXXIgRZqWkuYp_ya4,5,2,
"1700 Clinch Ave, Knoxville, TN 37916, USA",apartments,35.9579859,-83.933455,University Towers Condominiums,,ChIJtxAc3189XIgRHb2ZaafxBWg,3.2,43,
"1301 Bridge Ave, Knoxville, TN 37916, USA",apartments,35.9615633,-83.92872539999999,Prime Campus Housing - Tennessee,(865) 637-3444,ChIJNazAmd8XXIgRmiS3HQ76U_A,4.1,11,
"500 Flennwood Way, Knoxville, TN 37920, USA",apartments,35.9350471,-83.91367009999999,Flenniken Square Apartments,(865) 577-2599,ChIJraKe1B8YXIgR0w6dzRP2XIQ,2.9,9,https://www.ehmgmt.com/flenniken-square-apartments
"410 S 17th St, Knoxville, TN 37916, USA",apartments,35.9587336,-83.9334015,Fort Sanders Manor,(865) 525-1846,ChIJbV-2bmA9XIgREEWNLmtsop8,4,5,
"2718 Painter Ave SW, Knoxville, TN 37919, USA",apartments,35.95415819999999,-83.9493708,Kingston Place Student Condos,(865) 673-0236,ChIJy2G6OEE9XIgRwN-bec_JZX0,3.3,11,
"115 Flenniken Ave, Knoxville, TN 37920, USA",apartments,35.9400364,-83.91244259999999,Flenniken Landing,(865) 577-1980,ChIJl2_lmPQXXIgRvR8PEyoY-xs,4.8,13,https://flenniken.klf.org/
"2114 Sherrod Rd, Knoxville, TN 37920, USA",apartments,35.9544735,-83.9116961,Hidden Ridge Management,(865) 803-4076,ChIJHUPy0-oXXIgR2KyZhYUbuZw,4.5,34,http://hiddenridgeknoxville.com/
"2100 Wilson Rd Ste A, Knoxville, TN 37912, USA",apartments,35.9851718,-83.97215249999999,The Palmer,(865) 268-8985,ChIJq1gKIqs9XIgRl8zJPsKb4zw,4.1,103,http://www.livethepalmer.com/
"3807 Middlebrook Pike, Knoxville, TN 37921, USA",apartments,35.9638099,-83.9728403,Big Oak Apartments,(865) 637-1343,ChIJ90UrtR89XIgRO3kMfiSQ_2E,4.1,197,https://www.bigoakapts.com/big-oak-knoxville-tn
"5000 Western Ave, Knoxville, TN 37921, USA",apartments,35.9717596,-84.00280870000002,Cross Creek Apts.,(844) 971-2151,ChIJ-QQoJI48XIgRmDppW7Ym62U,4,130,http://www.crosscreekaptstn.com/
"5201 Western Ave, Knoxville, TN 37921, USA",apartments,35.97658699999999,-84.005318,Waterford Village Apartments,(865) 412-4634,ChIJDWDUC488XIgR3dsUjIrVhoI,4,62,https://www.waterfordvillagetn.com/?utm_source=GMB&utm_medium=organic
"2000 Wilson Rd, Knoxville, TN 37912, USA",apartments,35.9866739,-83.9725982,Bouldercrest Apartments,(865) 391-8786,ChIJc7Qvhqs9XIgR770yAGN3bIM,4.1,32,https://www.bouldercrestapartments.com/utm_knock=g
"4527 Lynnmont Rd, Knoxville, TN 37921, USA",apartments,35.9721974,-84.0122719,Breckenridge Apartments,(865) 599-0965,ChIJpfDZlZw9XIgRLYq6XAqVdaQ,4.2,21,http://randpropertymanagement.com/
"2020 Minnesota Ave, Knoxville, TN 37921, USA",apartments,35.9798493,-83.96259309999999,Lonsdale Homes,(865) 403-1350,ChIJQctpsgk9XIgRBSIO13kC6Z4,3.7,50,https://www.kcdc.org/housing/lonsdale-homes/
"2130 Wilson Rd, Knoxville, TN 37912, USA",apartments,35.9835158,-83.9724392,Carriage Hill Apartments,(865) 637-2236,ChIJpyy9-6o9XIgRycuepwP63Gc,3.7,57,http://www.smdproperty.com/resident-properties/carriage-hill-apartments/
"4000 Pleasant Ridge Rd #200, Knoxville, TN 37912, USA",apartments,35.9820404,-83.9748043,Meadowood Apartments,(865) 522-0801,ChIJMckL8f88XIgRTsNGi5MPmjM,3.7,42,https://aorealtycorp.com/702/meadowood-apartments-apartments-for-rent/knoxville/37912
"4109 Pleasant Ridge Rd, Knoxville, TN 37912, USA",apartments,35.9821165,-83.97705460000002,Pleasant Ridge Stables,,ChIJg0lUMNM9XIgRaqPmHtSlICs,5,3,https://www.pleasantridgestables.com/
"1800 Liberty St, Knoxville, TN 37921, USA",apartments,35.9642741,-83.96534559999999,Liberty View Apartments,(865) 268-8296,ChIJB_fhRw49XIgRSwHLNNpRZ3E,3,3,
"3200 Sutherland Vw Wy, Knoxville, TN 37919, USA",apartments,35.952143,-83.9713172,Sutherland Flats Apartments,(865) 633-8000,ChIJT_bwqsAXXIgRW7NBVYtI2ug,4,5,https://www.sutherlandflatsknox.com/
"801 Gate Ln, Knoxville, TN 37909, USA",apartments,35.93832320000001,-84.0160125,West Gate Terrace Apartments,(865) 584-9651,ChIJMYSbElUjXIgRv5ezY3-ldqY,2,42,http://westgaterox.com/
"612 Clyde St NW, Knoxville, TN 37921, USA",apartments,35.9655023,-83.9398733,Siegel Select Knoxville,(865) 419-3947,ChIJVR2CTGQ9XIgRiyDZrxZbxhA,3.8,277,https://www.siegelselect.com/apartments-in-tennessee/
"112 E 5th Ave, Knoxville, TN 37917, USA",apartments,35.97393539999999,-83.9206775,5th Avenue Apartments,(865) 659-0637,ChIJ47lAzP8XXIgR0rxfKVedeII,5,1,https://5thplaza.naiknoxville.com/
"1621 Jourolman Ave, Knoxville, TN 37921, USA",apartments,35.9753159,-83.94869539999999,Western Heights,(865) 403-1420,ChIJj-Qhpnc9XIgR__-w6Zc59Qk,3.7,41,https://www.kcdc.org/housing/western-heights/
"200 W Jackson Ave, Knoxville, TN 37902, USA",apartments,35.9693031,-83.91953749999999,JFG Flats,(865) 364-0901,ChIJu2x8l88XXIgRCTY_os2dJGM,4.4,14,http://jacksoncentralgroup.com/
