address,lat,lng,name,phone,place_id,rating,reviews,website
"2728 E Broadway Ave, Maryville, TN 37804, USA",35.7957949,-83.94548499999999,Rentique Property Management,(865) 876-7777,ChIJV951l-EhXIgRiB9TF5s7D_Q,5,6,https://rentiquemanagement.com/
"820 Sevier Ave, Knoxville, TN 37920, USA",35.958053,-83.9069567,Compass Management Group,(865) 742-3936,ChIJ2X_21_8XXIgR5iS9qK3gpM0,5,11,https://compassmanagementgroup.managebuilding.com/Resident/public/home
"6118 Little Madison Way, Knoxville, TN 37923, USA",35.9632268,-84.0598778,Creative Management LLC,(865) 693-8541,ChIJZTDD87g7XIgR8z6bm5qZ0bk,4.6,16,http://creativemanagementllc.com/
"100 Dalton Pl Wy Suite 105, Knoxville, TN 37912, USA",36.0051639,-83.9624031,Maddox Companies,(865) 522-9910,ChIJOyyAzsc9XIgRjZWsBTO84Ik,5,2,http://www.maddoxcompany.com/
"320 N Cedar Bluff Rd #203, Knoxville, TN 37923, USA",35.9204093,-84.0907955,AAMCI,(865) 525-7500,ChIJeSxARcEXXIgRybTBjXW9w9U,3,30,https://aamci.com/
"1600 Proctor St NW, Knoxville, TN 37921, USA",35.9690134,-83.9528946,Jones Property Management,(865) 985-3931,ChIJ84uyMHU9XIgRP0Wl6rRL6f8,4.9,65,http://www.theharlanjonesgroup.com/
"2020 Chapman Hwy #1, Knoxville, TN 37920, USA",35.9537341,-83.9155646,"Brown, Brown & West",(865) 577-0680,ChIJiyvvyOsXXIgRvdNfMJ-lc_s,3.4,18,https://www.brownbrownwestrox.com/
"603 W Main St Ste 102, Knoxville, TN 37902, USA",35.9606653,-83.9196147,"University Real Estate & Property Management, LLC",(865) 673-6600,ChIJ3aPi7F49XIgRlKGiMR-EVME,3.2,67,http://www.urehousing.com/
"1528 Coleman Rd, Knoxville, TN 37909, USA",35.9510792,-83.99286,"Emerald Housing Management, LLC",(865) 637-0373,ChIJ0TBpJsY8XIgR9xVq-tfBtE0,2.1,29,http://ehmgmt.com/
"900 S Gay St Suite 2000, Knoxville, TN 37902, USA",35.9616725,-83.91541029999999,"LHP Capital, LLC",(865) 244-4300,ChIJp6XiRMEXXIgRGhJ2UxL-w3M,2.5,50,http://www.lhp.net/
"2358 Woodbine Ave Knoxville, TN 377917, Knoxville, TN 37917, USA",35.9844763,-83.9002095,Dwell Real Estate and Property Management,(865) 973-2346,ChIJW-tyk9wXXIgR8wy7hW9cZ34,5,2,http://www.dwellrealtytn.com/
"1417 E 5th Ave, Knoxville, TN 37917, USA",35.9789839,-83.91107400000001,Atticus Finch,(865) 266-6717,ChIJq6r2VjUWXIgRlmrDZQcE6Uc,5,1,https://atticus.management/
"2634 Hawthorne Dr, Sevierville, TN 37876, USA",35.9261933,-83.66994,3BearMountain,(586) 864-3036,ChIJl58TPw__W4gRePcvmm9xHLw,5,1,https://3bearmountain.com/
"310 N Main St, Clinton, TN 37716, USA",36.102856,-84.1325227,Michael Farley Rental,(865) 457-3337,ChIJZzHni-E3XIgR9DNzHNdUZP0,3.7,3,
"521 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",35.7514869,-83.9776919,Ivens Realtors,(865) 983-8000,ChIJFTclTDKeXogRWnm5iEoonVk,4.7,3,
"6480 Kingston Pike, Knoxville, TN 37919, USA",35.9312681,-84.00998380000001,Premier Property Management,(865) 231-9800,ChIJPeRj6FAjXIgR5q8NB13hrs8,3,1,https://ppmknox.com/contact/
"5410 Homberg Dr # A, Knoxville, TN 37919, USA",35.9357851,-83.9911162,Southern Management & Development,(865) 584-4175,ChIJcXAcaTQjXIgRCToHiJ1aTFE,3,2,https://www.smdproperty.com/
"2428 Sutherland Ave, Knoxville, TN 37919, USA",35.95537789999999,-83.9547558,RentUTK,(865) 444-4065,ChIJf8LOpgGXW4gRhsubDgtrU70,5,6,https://www.rentutk.com/
"2114 Sherrod Rd, Knoxville, TN 37920, USA",35.9544735,-83.9116961,Hidden Ridge Management,(865) 803-4076,ChIJHUPy0-oXXIgR2KyZhYUbuZw,4.5,34,http://hiddenridgeknoxville.com/
"527 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",35.7514267,-83.9781879,"Price & Associates Realtors, LLC",(865) 724-1766,ChIJUacrfjGeXogRbMd86vUmCHE,3.8,38,http://www.knoxarearentals.com/
"3986 Logans Landing Cir, Louisville, TN 37777, USA",35.8285071,-84.1259737,"Good Landlords, Inc",(865) 681-1207,ChIJQ7Jht-0oXIgRQGbhQUsq_AQ,5,1,https://www.goodlandlords.com/
"12306 Blacksburg Ln, Knoxville, TN 37922, USA",35.8398703,-84.1644548,Epic Outcomes Real Estate,(865) 391-8998,ChIJ9wndsGopXIgRm3RXq5GAo2M,5,20,https://www.epicoutcomes.com/
"124 N Winston Rd, Knoxville, TN 37919, USA",35.9249799,-84.0435621,Tara Hayes at Realty Executives Associates,(865) 242-8010,ChIJd9emdRAvXIgR9Ze76cVJ0FE,5,29,http://www.riahpropertiesllc.com/
"318 Erin Dr SW #11, Knoxville, TN 37919, USA",35.9285175,-84.0024538,Keenland Heights LLC,(865) 985-0046,ChIJ4_Yx80UjXIgRQn8pz550IPc,5,1,
"255 N Peters Rd STE 101, Knoxville, TN 37923, USA",35.9155438,-84.0862698,NAI Koella RM Moore,(865) 531-6400,ChIJpde3fL4vXIgRZCnlnEEnDrQ,4.2,47,http://www.koellamoore.com/
"12819 Chapman Hwy, Seymour, TN 37865, USA",35.8489637,-83.6978251,StaySimpli,(865) 518-7771,ChIJi3NG610fU4gRihIZ823JX7o,4.3,126,https://www.staysimpli.com/
"130 Mabry Hood Rd #202, Knoxville, TN 37922, USA",35.9058132,-84.1183509,HPC Management Group,(865) 444-4077,ChIJq6o648AuXIgRbXRCs5vUVC8,3,30,https://hpcmanagementgroup.com/contact-us/
"265 Brookview Centre Way #201, Knoxville, TN 37919, USA",35.93592,-84.00481769999999,"Blue Ridge Realty, Inc.",(865) 470-4868,ChIJt9MaI9clXIgR9q7D1HrjZ3U,5,2,http://www.blueridgecos.com/
"412 N Cedar Bluff Rd #205, Knoxville, TN 37923, USA",35.9241318,-84.0899224,Horne Properties,(865) 560-1100,ChIJz-Sgz0IlXIgRC82mUUPbyBs,5,1,https://www.hpiknox.com/
"900 S Gay St # 1600, Knoxville, TN 37902, USA",35.9616725,-83.91541029999999,Lawler Wood LLC,(865) 637-7777,ChIJeSxARcEXXIgRsA6LjczKuy4,3.7,3,http://www.lawlerwood.com/
"229 Sherway Rd, Knoxville, TN 37922, USA",35.9106588,-84.11090279999999,Blue Ribbon Homes,(865) 809-7562,ChIJoad7xYo7XIgR255yXrWEE-k,3.6,13,http://www.blueribbonhomes.com/
"626 Lamar St, Knoxville, TN 37917, USA",35.9760283,-83.92209989999999,Halo Hospitality,(865) 299-7327,ChIJBz7rwRAXXIgRHn25-YsbVjw,4.9,122,https://www.halo-hospitality.com/
"120 Suburban Rd # 103, Knoxville, TN 37923, USA",35.9195944,-84.0656887,HOA Management Inc,(865) 558-3030,ChIJO-_XK2glXIgRNxHxjzmAffQ,3,101,http://hoatn.com/
"8915 Linksvue Dr, Knoxville, TN 37922, USA",35.8950845,-84.0720805,The Shotwell Team - Realty Executives Associates,(865) 531-2020,ChIJswcW9dIlXIgRILaXFso-gQI,3.1,14,http://www.shotwellteam.com/
"1131 Phillips Ave, Knoxville, TN 37920, USA",35.9612797,-83.9005298,"McDonald Realty, LLC",,ChIJ64_BdwkXXIgRbX9LvdPHiEU,4.8,38,https://cmcdonaldrealty.com/
"213 E Moody Ave, Knoxville, TN 37920, USA",35.9393779,-83.9062125,Central and Main Realty LLC,(865) 208-5517,ChIJ-f9LY88XXIgROhm5xGhc3XE,5,3,http://centralandmainrealty.com/
"630 S Concord St, Knoxville, TN 37919, USA",35.9528373,-83.9468643,Avison Young,(865) 450-8883,ChIJa10fJE0jXIgRqPspWM_Hhh4,5,9,https://www.avisonyoung.us/web/knoxville?utm_source=google&utm_medium=gmb
"9041 Executive Park Dr #250, Knoxville, TN 37923, USA",35.9223227,-84.0821057,Freeman Webb Co Realtors,(865) 531-9114,ChIJMSg9H0AlXIgRKHGlsYCDlVc,2.6,8,http://www.freemanwebb.com/
"6016 Brookvale Ln Suite 100, Knoxville, TN 37919, USA",35.9369332,-84.00616959999999,Realty Trust Group,(865) 521-0630,ChIJDwmUaEA9XIgRNvpHxja3JYs,4.6,9,http://www.realtytrustgroup.com/
"1213 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",35.7509117,-83.9970415,Troy Adams - Realty Executives Associates,(865) 233-6949,ChIJdSciTfWfXogRtkVT9EHF7Q4,5,31,https://troyadams.myhomehq.biz/
"8907 Linksvue Dr, Knoxville, TN 37922, USA",35.8943512,-84.071679,Ims Inc,(865) 690-6889,ChIJy6GhLKQlXIgRPudr8dvp5M4,1,1,https://www.ims-inc.info/
"2950 Middlebrook Pike, Knoxville, TN 37921, USA",35.9627931,-83.9611013,DFS Property Management,(865) 544-1717,ChIJieIf5RY9XIgRTGx2MsSZwXg,,,
"4619 Sunflower Rd, Knoxville, TN 37909, USA",35.9582124,-83.9911412,The Hammond Apartments,(865) 584-5796,ChIJCYRsNwzFJRUR8VarbxE8xC4,2.5,229,http://www.randpropertymanagement.com/
"6025 Brookvale Ln Suite 135, Knoxville, TN 37919, USA",35.9370083,-84.0075739,Knoxville Living Group,(865) 276-6767,ChIJY6Yes6clXIgR_BC9rhsJ9sE,5,3,http://www.knoxvilleliving.com/
"7741 S Northshore Dr #103, Knoxville, TN 37919, USA",35.9021927,-84.0229894,Holrob Commercial Realty LLC,(865) 637-3770,ChIJEdhEUUUjXIgR8ZZ70gI_ioc,4.2,17,http://www.holrob.com/
"800 S Gay St #700, Knoxville, TN 37929, USA",35.9624536,-83.91605820000001,Knoxville Real Estate Professionals Inc.,(865) 766-4090,ChIJ2ZwGVcEXXIgRiOJSgkd3vQo,4.9,57,https://www.knoxvillerealestateprofessionals.com/
"7216 Wellington Dr #1, Knoxville, TN 37919, USA",35.9291523,-84.0266972,"Oliver Smith Realty & Development Company, Inc.",(865) 584-2000,ChIJG-n0RqUkXIgRCYB-G1x63_w,3.8,13,https://oliversmithrealty.com/
"9047 Executive Park Dr NW # 216, Knoxville, TN 37923, USA",35.9220619,-84.083652,Shay Properties,(865) 691-3678,ChIJv8_Ld2olXIgRgl_NsljkHfw,3,7,
"1537 Western Ave, Knoxville, TN 37921, USA",35.9664295,-83.9348522,The Real Estate Firm,(865) 770-4030,ChIJVVWlAWM9XIgRk8iYpd8AOaI,4.6,104,http://www.treftn.com/
"122 Perimeter Park Rd, Knoxville, TN 37922, USA",35.9085567,-84.1116725,Saddlebrook Properties,(865) 966-8700,ChIJcT0-yoQvXIgRwpb7R4vJTZg,4.7,61,https://saddlebrookproperties.com/
"201 N Weisgarber Rd, Knoxville, TN 37919, USA",35.9337179,-84.00426619999999,The Goswitz Team- Knoxville Realtors,(865) 588-1234,ChIJI-zMb04jXIgRLaQmbB-FF54,4.8,99,https://goswitz.com/
"6305 Kingston Pike, Knoxville, TN 37919, USA",35.9325473,-84.0064611,Dominion,(865) 225-6506,ChIJXQFEiSo9XIgR5NKyVmHS5b8,2.7,47,https://www.dominion.us/
"115 Suburban Rd, Knoxville, TN 37923, USA",35.9193324,-84.0666902,"Blake Rickels Group, Honors Real Estate",(865) 207-4283,ChIJARkfGOQuXIgRflblsQ5chNY,5,92,https://www.blakerickels.com/
"10330 Hardin Valley Rd Suite 202, Knoxville, TN 37932, USA",35.9545817,-84.1436373,"Adam Joachim, Realtor",(352) 220-7700,ChIJpcQ0EjG0OC8RBD_44hvzQUk,5,5,http://www.adamjoachim.com/
"106 N Peters Rd, Knoxville, TN 37923, USA",35.914622,-84.0811075,Wallace Real Estate - West,(865) 693-1111,ChIJrSoD-8MkXIgR5TT7b9vj_h4,4.9,112,https://wallacetn.com/
"9041 Executive Park Dr Ste B-250, Knoxville, TN 37923, USA",35.9243252,-84.0953533,"Angie Cody: LPT Realty, LLC",(865) 755-2639,ChIJ9RH_ZQovXIgRVMGMSLJNCII,4.9,270,http://www.angiecody.com/
"123 Center Park Dr #109, Knoxville, TN 37922, USA",35.9054035,-84.12213679999999,MyNextSuite,(865) 392-9040,ChIJP1N_fp8vXIgRxnSGNkbljuY,4.7,51,http://www.mynextsuite.com/
"8913 Town and Country Cir #1045, Knoxville, TN 37923, USA",35.9178647,-84.0856907,Marlar Ventures,(865) 489-0025,ChIJI5xRzJQ9XIgRfuK7XzDW83Y,,,https://marlarventures.com/
"1635 Western Ave #105, Knoxville, TN 37921, USA",35.9663254,-83.9359542,Fielden & Rothermel Properties,(865) 525-8074,ChIJZzJmWGI9XIgRSrlEQczW3i4,1.5,2,
"902 Kermit Dr, Knoxville, TN 37912, USA",36.0040477,-83.9785504,Monday Properties,(865) 219-9000,ChIJc39rizU8XIgRjMg6JYrJUsE,1.7,18,
"1019 Summer Wood Rd, Knoxville, TN 37923, USA",35.9426109,-84.085427,Luxury Townhouse Management,(865) 690-6681,ChIJpXTHTkslXIgRIIx3Jhe6eqI,1,1,https://www.knoxvillerentalhomes.com/
"8324 Gleason Dr, Knoxville, TN 37919, USA",35.9166909,-84.0539131,Cedar Hill,(865) 622-8947,ChIJjboeT-EkXIgRrIDnyGPCgpA,3.5,44,https://www.morgan-properties.com/apartments/tn/knoxville/cedar-hill/?cpm=gbp&utm_source=gbp&utm_medium=organic
"3805 Cherokee Woods Way, Knoxville, TN 37920, USA",35.9350713,-83.9291021,Woodlands of Knoxville,(865) 609-4034,ChIJISR90AEYXIgRwCJR6zkDh0k,3.7,143,http://www.woodlandsofknoxville.com/
"215 Willow Ave SE, Knoxville, TN 37915, USA",35.9701705,-83.9176123,Stockyard Lofts,(865) 383-1117,ChIJNerVMcQXXIgRO2VcEdx93TA,4.3,24,https://www.stockyardlofts.com/
"9706 Smoky Ridge Way, Knoxville, TN 37931, USA",35.9587988,-84.1249204,Forest Ridge Apartments,(865) 800-4209,ChIJrcMjpz0wXIgRslvEvPcwXX8,3.9,441,https://www.forestridgeknoxville.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=google+biz&utm_medium=organic
"320 Hall of Fame Dr, Knoxville, TN 37915, USA",35.9682144,-83.91373349999999,Arbor Place Apartments,,ChIJGUNF1scXXIgR-012a1KaWSY,3.8,18,
"Sterchi, Ridge Way, Knoxville, TN 37918, USA",36.0270058,-83.9688438,Sterchi Ridge Apartment Homes,(865) 688-9903,ChIJdwygHlk_XIgRyV4W-aIzD_k,4.1,16,
"414 N Forest Park Blvd, Knoxville, TN 37919, USA",35.943559,-83.9840574,Goldelm at 414 Flats,(865) 272-2556,ChIJE5gIF9I8XIgRK8bjrzkYe6A,3.9,153,https://www.414flatsapartments.com/?utm_knock=g
"1201 Camellia Trace Dr, Maryville, TN 37801, USA",35.7537937,-84.02574949999999,Camellia Trace Apartments,(865) 681-7781,ChIJPUzfhE6cXogRinsQV9HsF64,3.2,59,http://www.camelliatrace.com/
"3807 Middlebrook Pike, Knoxville, TN 37921, USA",35.9638099,-83.9728403,Big Oak Apartments,(865) 637-1343,ChIJ90UrtR89XIgRO3kMfiSQ_2E,4.1,197,https://www.bigoakapts.com/big-oak-knoxville-tn
"244 N Peters Rd #4933, Knoxville, TN 37923, USA",35.9161774,-84.086733,Southland Properties,(865) 694-6100,ChIJAQDwt24lXIgRVtNKiMc2H6Y,2.8,12,http://southlandpropertiesmgmt.com/
"520 W Summit Hill Dr SW #903, Knoxville, TN 37902, USA",35.9652119,-83.92187489999999,Conversion Properties Inc,(865) 246-1331,ChIJeSxARcEXXIgRCHTZ2uCW1Mg,3,2,http://www.conversionprop.com/
"8550 Kingston Pike, Knoxville, TN 37919, USA",35.919985,-84.0660284,The Nicaud Team - Keller Williams Realty,(865) 268-9866,ChIJD2rn404jXIgRa63-7slLq4g,4.9,204,http://www.thenicnicaudteam.com/
"1225 Weisgarber Rd Suite 390, Knoxville, TN 37909, USA",35.9468943,-84.01461859999999,Commercial & Investment Properties Co,(865) 584-3967,ChIJ_cOVfqw8XIgR59xM-2ciagI,5,1,http://www.ciprop.com/
"124 N Winston Rd, Knoxville, TN 37919, USA",35.9249799,-84.0435621,Fisher Team Realty Executives Associates Knoxville Real Estate Agents,(865) 773-7458,ChIJf0yPubgVXIgRx8rsfVeMQVI,5,34,http://www.fisherteamknoxville.com/
"527 W Lamar Alexander Pkwy, Maryville, TN 37801, USA",35.7514224,-83.9781289,The Dwight Price Group,(865) 888-7653,ChIJefZvqJmfXogRWBC-IrN1PBU,4.9,41,https://www.dwightprice.com/
"Berkshire Hathaway HomeServices Dean-Smith, 412 S Northshore Dr, Knoxville, TN 37919, USA",35.9289402,-84.0003267,"Debby with a ""Y"" Hill - REALTOR",(865) 567-3204,ChIJueP4hvEjXIgRhGU2g-c_9C8,5,41,http://debbyhill.com/
"215 Willow Ave, Knoxville, TN 37915, USA",35.9702833,-83.9178331,Terminus Real Estate,(865) 673-6300,ChIJLdK5YcUXXIgRQS2FLFynBSM,4.4,8,http://terminusrealestate.com/
